epoch,index,onset_time,accuracy,pre_trial_accuracy,response_time,condition_stimulus,condition_cue,stimulus_shape,stimulus_location,num_checks,motivation,rewarded_time,production,delivered_reward,passed_time,received_reward,:u_CHECK-PASS,:u_DONT-CHECK
0,47,62.226,1.0,post-correct,0.4789999999999992,congruent,valid,SQUARE,RIGHT,1,1,64.074,CHECK-PASS-M3,1,0.3,0.7,0.6914553,-0.2420616
0,48,63.475,1.0,post-correct,0.4589999999999961,incongruent,valid,SQUARE,LEFT,1,1,65.305,CHECK-PASS-M3,1,0.3,0.7,0.69487315,-0.2420616
0,49,64.704,1.0,post-correct,0.46100000000001273,incongruent,valid,SQUARE,LEFT,1,1,66.533,CHECK-PASS-M3,1,0.3,0.7,0.6969239,-0.2420616
0,50,65.935,1.0,post-correct,0.4579999999999984,incongruent,valid,SQUARE,LEFT,1,1,67.763,CHECK-PASS-M3,1,0.3,0.7,0.69815433,-0.2420616
0,51,67.163,1.0,post-correct,0.46000000000000796,incongruent,invalid,SQUARE,LEFT,1,1,69.014,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6908926,-0.2420616
0,52,68.393,1.0,post-correct,0.48099999999999454,incongruent,invalid,CIRCLE,RIGHT,1,1,70.243,CHECK-PASS-M3,1,0.3,0.7,0.69453555,-0.2420616
0,53,69.644,1.0,post-correct,0.458999999999989,congruent,invalid,CIRCLE,LEFT,1,1,71.494,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.68872136,-0.2420616
0,54,70.873,1.0,post-correct,0.48099999999999454,incongruent,valid,SQUARE,LEFT,1,1,72.743,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6852328,-0.2420616
0,55,72.124,1.0,post-correct,0.4789999999999992,incongruent,invalid,CIRCLE,RIGHT,1,1,73.971,CHECK-PASS-M3,1,0.3,0.7,0.6911397,-0.2420616
0,56,73.373,1.0,post-correct,0.4579999999999984,congruent,valid,CIRCLE,LEFT,1,1,75.222,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.68668383,-0.2420616
0,57,74.601,1.0,post-correct,0.48099999999999454,congruent,valid,SQUARE,RIGHT,1,1,76.451,CHECK-PASS-M3,1,0.3,0.7,0.6920103,-0.2420616
0,58,75.852,1.0,post-correct,0.4590000000000032,congruent,valid,SQUARE,RIGHT,1,1,77.68,CHECK-PASS-M3,1,0.3,0.7,0.69520617,-0.2420616
0,59,77.081,1.0,post-correct,0.4590000000000032,congruent,valid,SQUARE,RIGHT,1,1,78.91,CHECK-PASS-M3,1,0.3,0.7,0.6971237,-0.2420616
0,60,78.31,1.0,post-correct,0.45999999999999375,congruent,invalid,SQUARE,RIGHT,1,1,80.139,CHECK-PASS-M3,1,0.3,0.7,0.6982742,-0.2420616
0,61,79.54,1.0,post-correct,0.458999999999989,congruent,invalid,SQUARE,RIGHT,1,1,81.367,CHECK-PASS-M3,1,0.3,0.7,0.69896454,-0.2420616
0,62,80.769,1.0,post-correct,0.4579999999999984,congruent,valid,SQUARE,RIGHT,1,1,82.955,DONT-CHECK,0,0.454,-0.454,0.69896454,-0.23610216
0,63,81.997,1.0,post-correct,0.6640000000000015,incongruent,invalid,SQUARE,LEFT,1,1,84.206,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6913787,-0.23610216
0,64,83.585,1.0,post-correct,0.48100000000000875,congruent,invalid,CIRCLE,LEFT,1,1,85.435,CHECK-PASS-M3,1,0.3,0.7,0.6948272,-0.23610216
0,65,84.836,1.0,post-correct,0.4590000000000032,incongruent,valid,CIRCLE,RIGHT,1,1,86.664,CHECK-PASS-M3,1,0.3,0.7,0.6968963,-0.23610216
0,66,86.065,1.0,post-correct,0.4590000000000032,congruent,valid,CIRCLE,LEFT,1,1,87.915,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6901378,-0.23610216
0,67,87.294,1.0,post-correct,0.48100000000000875,incongruent,valid,SQUARE,LEFT,1,1,89.508,DONT-CHECK,0,0.457,-0.457,0.6901378,-0.23467676
0,68,88.545,1.0,post-correct,0.6659999999999968,incongruent,invalid,SQUARE,LEFT,1,1,90.758,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.68608266,-0.23467676
0,69,90.138,1.0,post-correct,0.47999999999998977,congruent,valid,CIRCLE,LEFT,1,1,92.009,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6836496,-0.23467676
0,70,91.388,1.0,post-correct,0.48099999999999454,congruent,valid,SQUARE,RIGHT,1,1,93.258,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.68218976,-0.23467676
0,71,92.639,1.0,post-correct,0.4789999999999992,incongruent,invalid,CIRCLE,RIGHT,1,1,94.488,CHECK-PASS-M3,1,0.3,0.7,0.6893138,-0.23467676
0,72,93.888,1.0,post-correct,0.45999999999999375,congruent,valid,CIRCLE,LEFT,1,1,95.719,CHECK-PASS-M3,1,0.3,0.7,0.6935883,-0.23467676
0,73,95.118,1.0,post-correct,0.4609999999999985,incongruent,invalid,CIRCLE,RIGHT,1,1,96.969,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.68815297,-0.23467676
0,74,96.349,1.0,post-correct,0.47999999999998977,congruent,invalid,SQUARE,RIGHT,1,1,98.219,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.68489176,-0.23467676
0,75,97.599,1.0,post-correct,0.47999999999998977,congruent,invalid,CIRCLE,LEFT,1,1,99.449,CHECK-PASS-M3,1,0.3,0.7,0.6909351,-0.23467676
0,76,98.849,1.0,post-correct,0.45999999999999375,congruent,invalid,CIRCLE,LEFT,1,1,100.679,CHECK-PASS-M3,1,0.3,0.7,0.69456106,-0.23467676
0,77,100.079,1.0,post-correct,0.46000000000000796,incongruent,valid,CIRCLE,RIGHT,1,1,101.908,CHECK-PASS-M3,1,0.3,0.7,0.69673663,-0.23467676
0,78,101.309,1.0,post-correct,0.4590000000000032,incongruent,invalid,CIRCLE,RIGHT,1,1,103.137,CHECK-PASS-M3,1,0.3,0.7,0.698042,-0.23467676
0,79,102.538,1.0,post-correct,0.4590000000000032,congruent,invalid,CIRCLE,LEFT,1,1,104.366,CHECK-PASS-M3,1,0.3,0.7,0.6988252,-0.23467676
1,1,0.58,1.0,NaN,0.7080000000000001,incongruent,invalid,SQUARE,LEFT,1,1,2.831,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.48799998,0.20640002
1,2,2.212,1.0,post-correct,0.47899999999999965,congruent,valid,CIRCLE,LEFT,1,1,5.27,DONT-CHECK,0,1.296,-1.296,0.48799998,-0.276736
1,3,3.461,0.0,post-correct,0.6930000000000001,incongruent,invalid,CIRCLE,RIGHT,1,1,6.505,CHECK-PASS-M3,1,0.3,0.7,0.5728,-0.276736
1,4,5.9,1.0,post-error,0.46499999999999986,incongruent,invalid,SQUARE,LEFT,1,1,7.76,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.61568,-0.276736
1,5,7.135,1.0,post-correct,0.4850000000000003,incongruent,valid,CIRCLE,RIGHT,1,1,8.996,CHECK-PASS-M3,1,0.3,0.7,0.649408,-0.276736
1,6,8.39,1.0,post-correct,0.4659999999999993,congruent,invalid,CIRCLE,LEFT,1,1,10.245,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6616448,-0.276736
1,7,9.626,1.0,post-correct,0.479000000000001,congruent,valid,SQUARE,RIGHT,1,1,11.879,DONT-CHECK,1,0.479,0.521,0.75698686,0.04235843
1,8,10.875,1.0,post-correct,0.7050000000000001,incongruent,valid,CIRCLE,RIGHT,1,1,13.134,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.7261921,0.04235843
1,9,12.509,1.0,post-correct,0.48499999999999943,incongruent,invalid,SQUARE,LEFT,1,1,14.939,DONT-CHECK,0,0.665,-0.665,0.7261921,-0.18435098
1,10,13.764,0.0,post-correct,0.6699999999999999,incongruent,invalid,CIRCLE,RIGHT,1,1,16.171,CHECK-PASS-M3,1,0.3,0.7,0.7157153,-0.18435098
1,11,15.569,1.0,post-error,0.46199999999999797,incongruent,valid,SQUARE,LEFT,1,1,17.424,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.7014292,-0.18435098
1,12,16.801,1.0,post-correct,0.48300000000000054,incongruent,valid,CIRCLE,RIGHT,1,1,19.023,DONT-CHECK,1,0.458,0.542,0.7808575,0.106189415
1,13,18.054,1.0,post-correct,0.6710000000000029,congruent,invalid,CIRCLE,LEFT,1,1,20.273,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.7405145,0.106189415
1,14,19.653,1.0,post-correct,0.4800000000000004,congruent,valid,SQUARE,RIGHT,1,1,21.527,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.7163087,0.106189415
1,15,20.903,1.0,post-correct,0.48400000000000176,incongruent,invalid,CIRCLE,RIGHT,1,1,22.761,CHECK-PASS-M3,1,0.3,0.7,0.7097852,0.106189415
1,16,22.157,1.0,post-correct,0.46399999999999864,congruent,valid,CIRCLE,LEFT,1,1,24.012,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.69787115,0.106189415
1,17,23.391,1.0,post-correct,0.48100000000000165,incongruent,valid,SQUARE,LEFT,1,1,25.24,CHECK-PASS-M3,1,0.3,0.7,0.69872266,0.106189415
1,18,24.642,1.0,post-correct,0.45800000000000196,congruent,invalid,SQUARE,RIGHT,1,1,26.468,CHECK-PASS-M3,1,0.3,0.7,0.6992336,0.106189415
1,19,25.87,1.0,post-correct,0.4579999999999984,congruent,valid,SQUARE,RIGHT,1,1,27.698,CHECK-PASS-M3,1,0.3,0.7,0.69954014,0.106189415
1,20,27.098,1.0,post-correct,0.46000000000000085,incongruent,valid,SQUARE,LEFT,1,1,29.315,DONT-CHECK,0,0.477,-0.477,0.69954014,-0.11625181
1,21,28.328,1.0,post-correct,0.6900000000000013,incongruent,invalid,CIRCLE,RIGHT,1,1,30.568,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.69172406,-0.11625181
1,22,29.945,1.0,post-correct,0.48300000000000054,congruent,invalid,SQUARE,RIGHT,1,1,31.82,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6870344,-0.11625181
1,23,31.198,1.0,post-correct,0.4819999999999993,congruent,valid,CIRCLE,LEFT,1,1,33.44,DONT-CHECK,0,0.476,-0.476,0.6870344,-0.19609064
1,24,32.45,0.0,post-correct,0.6939999999999955,incongruent,invalid,CIRCLE,RIGHT,1,1,34.697,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6842207,-0.19609064
1,25,34.07,1.0,post-error,0.4870000000000019,congruent,invalid,CIRCLE,LEFT,1,1,35.932,CHECK-PASS-M3,1,0.3,0.7,0.6905324,-0.19609064
1,26,35.327,1.0,post-correct,0.4650000000000034,incongruent,valid,CIRCLE,RIGHT,1,1,37.185,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6863194,-0.19609064
1,27,36.562,1.0,post-correct,0.4830000000000041,congruent,invalid,SQUARE,RIGHT,1,1,38.44,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.68379164,-0.19609064
1,28,37.815,1.0,post-correct,0.48499999999999943,congruent,valid,CIRCLE,LEFT,1,1,39.691,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.682275,-0.19609064
1,29,39.07,1.0,post-correct,0.48100000000000165,congruent,valid,SQUARE,RIGHT,1,1,40.922,CHECK-PASS-M3,1,0.3,0.7,0.68936497,-0.19609064
1,30,40.321,1.0,post-correct,0.4609999999999985,congruent,invalid,SQUARE,RIGHT,1,1,42.153,CHECK-PASS-M3,1,0.3,0.7,0.69361895,-0.19609064
1,31,41.552,1.0,post-correct,0.4609999999999985,congruent,valid,SQUARE,RIGHT,1,1,43.756,DONT-CHECK,0,0.459,-0.459,0.69361895,-0.22075263
1,32,42.783,1.0,post-correct,0.6739999999999995,incongruent,invalid,SQUARE,LEFT,1,1,44.997,CHECK-PASS-M3,1,0.3,0.7,0.69617134,-0.22075263
1,33,44.386,1.0,post-correct,0.47099999999999653,congruent,invalid,SQUARE,RIGHT,1,1,46.251,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6897028,-0.22075263
1,34,45.627,1.0,post-correct,0.48399999999999466,incongruent,invalid,CIRCLE,RIGHT,1,1,47.856,DONT-CHECK,0,0.459,-0.459,0.6897028,-0.22963095
1,35,46.881,1.0,post-correct,0.6760000000000019,congruent,invalid,CIRCLE,LEFT,1,1,49.11,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6858217,-0.22963095
1,36,48.486,1.0,post-correct,0.48400000000000176,congruent,valid,SQUARE,RIGHT,1,1,50.735,DONT-CHECK,0,0.482,-0.482,0.6858217,-0.23834714
1,37,49.74,1.0,post-correct,0.6929999999999978,congruent,valid,CIRCLE,LEFT,1,1,51.985,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.683493,-0.23834714
1,38,51.365,1.0,post-correct,0.4799999999999969,incongruent,invalid,SQUARE,LEFT,1,1,53.235,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6820958,-0.23834714
1,39,52.615,1.0,post-correct,0.4799999999999969,congruent,invalid,CIRCLE,LEFT,1,1,54.465,CHECK-PASS-M3,1,0.3,0.7,0.6892575,-0.23834714
1,40,53.865,1.0,post-correct,0.46000000000000085,incongruent,valid,CIRCLE,RIGHT,1,1,56.087,DONT-CHECK,0,0.478,-0.478,0.6892575,-0.24052496
1,41,55.095,0.0,post-correct,0.6940000000000026,congruent,invalid,CIRCLE,LEFT,1,1,57.316,CHECK-PASS-M3,1,0.3,0.7,0.6935545,-0.24052496
1,42,56.717,1.0,post-error,0.4590000000000032,incongruent,invalid,SQUARE,LEFT,1,1,58.566,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6881327,-0.24052496
1,43,57.946,1.0,post-correct,0.480000000000004,incongruent,invalid,CIRCLE,RIGHT,1,1,60.162,DONT-CHECK,0,0.457,-0.457,0.6881327,-0.23626897
1,44,59.196,1.0,post-correct,0.669000000000004,incongruent,invalid,CIRCLE,RIGHT,1,1,61.412,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6848796,-0.23626897
1,45,60.792,1.0,post-correct,0.4799999999999969,congruent,valid,SQUARE,RIGHT,1,1,62.645,CHECK-PASS-M3,1,0.3,0.7,0.69092774,-0.23626897
1,46,62.042,1.0,post-correct,0.46300000000000097,congruent,invalid,SQUARE,RIGHT,1,1,63.875,CHECK-PASS-M3,1,0.3,0.7,0.69455665,-0.23626897
1,47,63.275,1.0,post-correct,0.46000000000000085,incongruent,valid,SQUARE,LEFT,1,1,65.127,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.688734,-0.23626897
1,48,64.505,1.0,post-correct,0.4819999999999993,incongruent,invalid,CIRCLE,RIGHT,1,1,66.375,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6852404,-0.23626897
1,49,65.757,1.0,post-correct,0.47799999999999443,congruent,invalid,SQUARE,RIGHT,1,1,67.628,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6831442,-0.23626897
1,50,67.005,1.0,post-correct,0.4830000000000041,incongruent,valid,CIRCLE,RIGHT,1,1,68.859,CHECK-PASS-M3,1,0.3,0.7,0.6898865,-0.23626897
1,51,68.258,1.0,post-correct,0.4609999999999985,congruent,valid,CIRCLE,LEFT,1,1,70.108,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6859319,-0.23626897
1,52,69.489,1.0,post-correct,0.4789999999999992,congruent,valid,SQUARE,RIGHT,1,1,71.357,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6835592,-0.23626897
1,53,70.738,1.0,post-correct,0.4789999999999992,incongruent,valid,CIRCLE,RIGHT,1,1,72.587,CHECK-PASS-M3,1,0.3,0.7,0.6901355,-0.23626897
1,54,71.987,1.0,post-correct,0.46000000000000796,congruent,invalid,CIRCLE,LEFT,1,1,73.835,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6860813,-0.23626897
1,55,73.217,1.0,post-correct,0.47799999999999443,congruent,invalid,SQUARE,RIGHT,1,1,75.063,CHECK-PASS-M3,1,0.3,0.7,0.6916488,-0.23626897
1,56,74.465,1.0,post-correct,0.4579999999999984,incongruent,valid,SQUARE,LEFT,1,1,76.314,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.68698925,-0.23626897
1,57,75.693,1.0,post-correct,0.48100000000000875,congruent,invalid,CIRCLE,LEFT,1,1,77.542,CHECK-PASS-M3,1,0.3,0.7,0.69219357,-0.23626897
1,58,76.944,1.0,post-correct,0.4579999999999984,congruent,valid,CIRCLE,LEFT,1,1,78.772,CHECK-PASS-M3,1,0.3,0.7,0.69531614,-0.23626897
1,59,78.172,1.0,post-correct,0.46000000000000796,incongruent,valid,CIRCLE,RIGHT,1,1,80.022,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6891897,-0.23626897
1,60,79.402,1.0,post-correct,0.480000000000004,incongruent,invalid,SQUARE,LEFT,1,1,81.272,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6855138,-0.23626897
1,61,80.652,1.0,post-correct,0.480000000000004,congruent,invalid,CIRCLE,LEFT,1,1,82.501,CHECK-PASS-M3,1,0.3,0.7,0.69130826,-0.23626897
1,62,81.902,1.0,post-correct,0.4590000000000032,congruent,valid,CIRCLE,LEFT,1,1,83.749,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.686785,-0.23626897
1,63,83.131,1.0,post-correct,0.47799999999999443,incongruent,valid,SQUARE,LEFT,1,1,85.001,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.684071,-0.23626897
1,64,84.379,1.0,post-correct,0.4819999999999993,congruent,invalid,CIRCLE,LEFT,1,1,86.25,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6824426,-0.23626897
1,65,85.631,1.0,post-correct,0.4789999999999992,congruent,invalid,SQUARE,RIGHT,1,1,87.479,CHECK-PASS-M3,1,0.3,0.7,0.6894656,-0.23626897
1,66,86.88,1.0,post-correct,0.4590000000000032,incongruent,valid,SQUARE,LEFT,1,1,88.708,CHECK-PASS-M3,1,0.3,0.7,0.69367933,-0.23626897
1,67,88.109,1.0,post-correct,0.4590000000000032,incongruent,valid,SQUARE,LEFT,1,1,89.957,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6882076,-0.23626897
1,68,89.338,1.0,post-correct,0.4789999999999992,incongruent,valid,CIRCLE,RIGHT,1,1,91.208,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6849246,-0.23626897
1,69,90.587,1.0,post-correct,0.48099999999999454,incongruent,invalid,SQUARE,LEFT,1,1,92.436,CHECK-PASS-M3,1,0.3,0.7,0.69095474,-0.23626897
1,70,91.838,1.0,post-correct,0.4580000000000126,congruent,valid,SQUARE,RIGHT,1,1,93.665,CHECK-PASS-M3,1,0.3,0.7,0.69457287,-0.23626897
1,71,93.066,1.0,post-correct,0.4590000000000032,incongruent,valid,SQUARE,LEFT,1,1,94.914,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6887437,-0.23626897
1,72,94.295,1.0,post-correct,0.4789999999999992,congruent,valid,CIRCLE,LEFT,1,1,96.163,CHECK-PASS-M3,1,0.32,0.6799999999999999,0.6852462,-0.23626897
1,73,95.544,1.0,post-correct,0.4789999999999992,incongruent,valid,SQUARE,LEFT,1,1,97.393,CHECK-PASS-M3,1,0.3,0.7,0.69114774,-0.23626897
