trial,production,rewarded_time,delivered_reward,passed_time,received_reward
7,P8,3.863,8.808,0.083,8.725
8,P8,4.703,8.808,0.083,8.725
9,P8,5.175,8.808,0.083,8.725
10,P8,5.814,8.808,0.083,8.725
11,P8,6.313,8.808,0.083,8.725
12,P8,6.827,8.808,0.083,8.725
13,P8,7.361,8.808,0.083,8.725
14,P8,7.765,8.808,0.083,8.725
15,P8,8.309,8.808,0.083,8.725
16,P8,8.708,8.808,0.083,8.725
17,P8,9.243,8.808,0.083,8.725
18,P8,9.885,8.808,0.083,8.725
1,P7,0.122,7.3106,0.072,7.2386
2,P7,0.563,7.3106,0.072,7.2386
3,P7,1.273,7.3106,0.072,7.2386
4,P7,1.818,7.3106,0.072,7.2386
5,P7,2.436,7.3106,0.072,7.2386
6,P7,3.052,7.3106,0.072,7.2386
7,P7,3.603,7.3106,0.072,7.2386
8,P7,4.139,7.3106,0.072,7.2386
9,P7,4.789,7.3106,0.072,7.2386
10,P7,5.293,7.3106,0.072,7.2386
11,P7,6.081,7.3106,0.072,7.2386
12,P7,6.484,7.3106,0.072,7.2386
13,P7,7.045,7.3106,0.072,7.2386
14,P7,7.448,7.3106,0.072,7.2386
15,P7,7.925,7.3106,0.072,7.2386
16,P7,8.371,7.3106,0.072,7.2386
17,P7,8.783,7.3106,0.072,7.2386
18,P7,9.227,7.3106,0.072,7.2386
19,P7,9.639,7.3106,0.072,7.2386
1,P5,0.101,2.6894,0.051,2.6384
2,P6,0.744,5.0,0.062,4.938
3,P6,1.441,5.0,0.062,4.938
4,P6,1.931,5.0,0.062,4.938
5,P6,2.332,5.0,0.062,4.938
6,P6,2.9,5.0,0.062,4.938
7,P6,3.467,5.0,0.062,4.938
8,P6,3.94,5.0,0.062,4.938
9,P6,4.47,5.0,0.062,4.938
10,P6,5.042,5.0,0.062,4.938
11,P6,5.511,5.0,0.062,4.938
12,P6,6.017,5.0,0.062,4.938
13,P6,6.526,5.0,0.062,4.938
14,P6,7.026,5.0,0.062,4.938
15,P6,7.464,5.0,0.062,4.938
16,P6,8.025,5.0,0.062,4.938
17,P6,8.606,5.0,0.062,4.938
18,P6,9.06,5.0,0.062,4.938
19,P6,9.53,5.0,0.062,4.938
1,P4,0.091,1.192,0.041,1.151
2,P2,0.524,0.1799,0.02,0.15990000000000001
3,P9,0.909,9.5257,0.094,9.431700000000001
4,P9,1.426,9.5257,0.094,9.431700000000001
5,P9,1.993,9.5257,0.094,9.431700000000001
6,P9,2.707,9.5257,0.094,9.431700000000001
7,P9,3.389,9.5257,0.094,9.431700000000001
8,P9,3.827,9.5257,0.094,9.431700000000001
9,P9,4.397,9.5257,0.094,9.431700000000001
10,P9,4.85,9.5257,0.094,9.431700000000001
11,P9,5.414,9.5257,0.094,9.431700000000001
12,P9,6.017,9.5257,0.094,9.431700000000001
13,P9,6.481,9.5257,0.094,9.431700000000001
14,P9,7.036,9.5257,0.094,9.431700000000001
15,P9,7.723,9.5257,0.094,9.431700000000001
16,P9,8.153,9.5257,0.094,9.431700000000001
17,P9,8.65,9.5257,0.094,9.431700000000001
18,P9,9.037,9.5257,0.094,9.431700000000001
19,P9,9.513,9.5257,0.094,9.431700000000001
20,P9,9.964,9.5257,0.094,9.431700000000001
1,P4,0.091,1.192,0.041,1.151
2,P2,0.722,0.1799,0.02,0.15990000000000001
3,P3,1.466,0.4743,0.03,0.44430000000000003
4,P10,2.071,9.8201,0.105,9.7151
5,P10,3.123,9.8201,0.105,9.7151
6,P10,3.835,9.8201,0.105,9.7151
7,P10,4.447,9.8201,0.105,9.7151
8,P10,4.926,9.8201,0.105,9.7151
9,P10,5.373,9.8201,0.105,9.7151
10,P10,5.978,9.8201,0.105,9.7151
11,P10,6.607,9.8201,0.105,9.7151
12,P10,7.29,9.8201,0.105,9.7151
13,P10,7.922,9.8201,0.105,9.7151
14,P10,8.598,9.8201,0.105,9.7151
15,P10,9.139,9.8201,0.105,9.7151
16,P10,9.641,9.8201,0.105,9.7151
1,P6,0.112,5.0,0.062,4.938
2,P6,0.749,5.0,0.062,4.938
3,P6,1.374,5.0,0.062,4.938
4,P6,1.956,5.0,0.062,4.938
5,P6,2.381,5.0,0.062,4.938
6,P6,3.113,5.0,0.062,4.938
7,P6,3.53,5.0,0.062,4.938
8,P6,4.235,5.0,0.062,4.938
9,P6,5.398,5.0,0.062,4.938
10,P6,6.165,5.0,0.062,4.938
11,P6,6.578,5.0,0.062,4.938
12,P6,7.226,5.0,0.062,4.938
13,P6,7.743,5.0,0.062,4.938
14,P6,8.322,5.0,0.062,4.938
15,P6,8.835,5.0,0.062,4.938
16,P6,9.85,5.0,0.062,4.938
1,P1,0.06,0.0669,0.01,0.0569
2,P3,0.489,0.4743,0.03,0.44430000000000003
3,P3,1.259,0.4743,0.03,0.44430000000000003
4,P3,1.776,0.4743,0.03,0.44430000000000003
5,P9,2.473,9.5257,0.094,9.431700000000001
6,P9,2.944,9.5257,0.094,9.431700000000001
7,P9,3.415,9.5257,0.094,9.431700000000001
8,P9,4.334,9.5257,0.094,9.431700000000001
9,P9,4.98,9.5257,0.094,9.431700000000001
10,P9,5.457,9.5257,0.094,9.431700000000001
11,P9,6.095,9.5257,0.094,9.431700000000001
12,P9,6.57,9.5257,0.094,9.431700000000001
13,P9,7.044,9.5257,0.094,9.431700000000001
14,P9,7.534,9.5257,0.094,9.431700000000001
15,P9,8.496,9.5257,0.094,9.431700000000001
16,P9,8.921,9.5257,0.094,9.431700000000001
17,P9,9.726,9.5257,0.094,9.431700000000001
1,P9,0.144,9.5257,0.094,9.431700000000001
2,P9,0.929,9.5257,0.094,9.431700000000001
3,P9,1.464,9.5257,0.094,9.431700000000001
4,P9,2.126,9.5257,0.094,9.431700000000001
5,P9,2.59,9.5257,0.094,9.431700000000001
6,P9,3.248,9.5257,0.094,9.431700000000001
7,P9,3.725,9.5257,0.094,9.431700000000001
8,P9,4.505,9.5257,0.094,9.431700000000001
9,P9,5.23,9.5257,0.094,9.431700000000001
10,P9,5.813,9.5257,0.094,9.431700000000001
11,P9,6.44,9.5257,0.094,9.431700000000001
12,P9,6.993,9.5257,0.094,9.431700000000001
13,P9,7.608,9.5257,0.094,9.431700000000001
14,P9,8.09,9.5257,0.094,9.431700000000001
15,P9,8.61,9.5257,0.094,9.431700000000001
16,P9,9.088,9.5257,0.094,9.431700000000001
17,P9,9.654,9.5257,0.094,9.431700000000001
1,P9,0.144,9.5257,0.094,9.431700000000001
2,P9,0.69,9.5257,0.094,9.431700000000001
3,P9,1.317,9.5257,0.094,9.431700000000001
4,P9,2.08,9.5257,0.094,9.431700000000001
5,P9,3.01,9.5257,0.094,9.431700000000001
6,P9,3.767,9.5257,0.094,9.431700000000001
7,P9,4.191,9.5257,0.094,9.431700000000001
8,P9,4.776,9.5257,0.094,9.431700000000001
9,P9,5.294,9.5257,0.094,9.431700000000001
10,P9,5.95,9.5257,0.094,9.431700000000001
11,P9,6.408,9.5257,0.094,9.431700000000001
12,P9,6.763,9.5257,0.094,9.431700000000001
13,P9,7.384,9.5257,0.094,9.431700000000001
14,P9,7.907,9.5257,0.094,9.431700000000001
15,P9,8.27,9.5257,0.094,9.431700000000001
16,P9,8.714,9.5257,0.094,9.431700000000001
17,P9,9.134,9.5257,0.094,9.431700000000001
18,P9,9.551,9.5257,0.094,9.431700000000001
1,P9,0.144,9.5257,0.094,9.431700000000001
2,P9,0.724,9.5257,0.094,9.431700000000001
3,P9,1.073,9.5257,0.094,9.431700000000001
4,P9,1.61,9.5257,0.094,9.431700000000001
5,P9,2.273,9.5257,0.094,9.431700000000001
6,P9,2.862,9.5257,0.094,9.431700000000001
7,P9,3.651,9.5257,0.094,9.431700000000001
8,P9,4.098,9.5257,0.094,9.431700000000001
9,P9,4.622,9.5257,0.094,9.431700000000001
10,P9,5.321,9.5257,0.094,9.431700000000001
11,P9,6.002,9.5257,0.094,9.431700000000001
12,P9,6.655,9.5257,0.094,9.431700000000001
13,P9,7.43,9.5257,0.094,9.431700000000001
14,P9,7.997,9.5257,0.094,9.431700000000001
15,P9,8.534,9.5257,0.094,9.431700000000001
16,P9,9.074,9.5257,0.094,9.431700000000001
17,P9,9.589,9.5257,0.094,9.431700000000001
1,P1,0.06,0.0669,0.01,0.0569
2,P2,0.635,0.1799,0.02,0.15990000000000001
3,P6,1.536,5.0,0.062,4.938
4,P6,1.923,5.0,0.062,4.938
5,P8,2.52,8.808,0.083,8.725
6,P8,3.32,8.808,0.083,8.725
7,P8,3.777,8.808,0.083,8.725
8,P8,4.248,8.808,0.083,8.725
9,P8,4.81,8.808,0.083,8.725
10,P8,5.365,8.808,0.083,8.725
11,P8,5.853,8.808,0.083,8.725
12,P8,6.326,8.808,0.083,8.725
13,P8,6.899,8.808,0.083,8.725
14,P8,7.497,8.808,0.083,8.725
15,P8,7.961,8.808,0.083,8.725
16,P8,8.43,8.808,0.083,8.725
17,P8,9.62,8.808,0.083,8.725
18,P8,9.97,8.808,0.083,8.725
1,P2,0.07,0.1799,0.02,0.15990000000000001
2,P10,0.703,9.8201,0.105,9.7151
3,P10,1.263,9.8201,0.105,9.7151
4,P10,1.942,9.8201,0.105,9.7151
5,P10,2.484,9.8201,0.105,9.7151
6,P10,3.128,9.8201,0.105,9.7151
7,P10,3.703,9.8201,0.105,9.7151
8,P10,4.307,9.8201,0.105,9.7151
9,P10,4.817,9.8201,0.105,9.7151
10,P10,5.614,9.8201,0.105,9.7151
11,P10,6.214,9.8201,0.105,9.7151
12,P10,6.818,9.8201,0.105,9.7151
13,P10,7.375,9.8201,0.105,9.7151
14,P10,7.814,9.8201,0.105,9.7151
15,P10,8.304,9.8201,0.105,9.7151
16,P10,8.871,9.8201,0.105,9.7151
17,P10,9.353,9.8201,0.105,9.7151
18,P10,9.815,9.8201,0.105,9.7151
1,P7,0.122,7.3106,0.072,7.2386
2,P7,0.61,7.3106,0.072,7.2386
3,P7,1.252,7.3106,0.072,7.2386
4,P7,1.683,7.3106,0.072,7.2386
5,P7,2.236,7.3106,0.072,7.2386
6,P7,2.858,7.3106,0.072,7.2386
7,P7,3.365,7.3106,0.072,7.2386
8,P7,3.841,7.3106,0.072,7.2386
9,P7,4.384,7.3106,0.072,7.2386
10,P7,5.126,7.3106,0.072,7.2386
11,P7,5.594,7.3106,0.072,7.2386
12,P7,6.202,7.3106,0.072,7.2386
13,P7,6.685,7.3106,0.072,7.2386
14,P7,7.333,7.3106,0.072,7.2386
15,P7,8.168,7.3106,0.072,7.2386
16,P7,8.616,7.3106,0.072,7.2386
17,P7,9.019,7.3106,0.072,7.2386
18,P7,9.352,7.3106,0.072,7.2386
1,P8,0.133,8.808,0.083,8.725
2,P8,0.477,8.808,0.083,8.725
3,P8,1.382,8.808,0.083,8.725
4,P8,2.261,8.808,0.083,8.725
5,P8,2.869,8.808,0.083,8.725
6,P8,3.365,8.808,0.083,8.725
7,P8,3.838,8.808,0.083,8.725
8,P8,4.419,8.808,0.083,8.725
9,P8,4.992,8.808,0.083,8.725
10,P8,5.486,8.808,0.083,8.725
11,P8,6.169,8.808,0.083,8.725
12,P8,6.758,8.808,0.083,8.725
13,P8,7.268,8.808,0.083,8.725
14,P8,7.631,8.808,0.083,8.725
15,P8,8.149,8.808,0.083,8.725
16,P8,8.713,8.808,0.083,8.725
17,P8,9.315,8.808,0.083,8.725
1,P5,0.101,2.6894,0.051,2.6384
2,P7,0.896,7.3106,0.072,7.2386
3,P7,1.56,7.3106,0.072,7.2386
4,P7,2.108,7.3106,0.072,7.2386
5,P7,2.823,7.3106,0.072,7.2386
6,P7,3.56,7.3106,0.072,7.2386
7,P7,3.961,7.3106,0.072,7.2386
8,P7,4.528,7.3106,0.072,7.2386
9,P7,5.093,7.3106,0.072,7.2386
10,P7,5.549,7.3106,0.072,7.2386
11,P7,6.242,7.3106,0.072,7.2386
12,P7,6.805,7.3106,0.072,7.2386
13,P7,7.318,7.3106,0.072,7.2386
14,P7,7.841,7.3106,0.072,7.2386
15,P7,8.237,7.3106,0.072,7.2386
16,P7,8.97,7.3106,0.072,7.2386
17,P7,9.339,7.3106,0.072,7.2386
18,P7,9.767,7.3106,0.072,7.2386
1,P9,0.144,9.5257,0.094,9.431700000000001
2,P9,0.708,9.5257,0.094,9.431700000000001
3,P9,1.292,9.5257,0.094,9.431700000000001
4,P9,1.928,9.5257,0.094,9.431700000000001
5,P9,2.526,9.5257,0.094,9.431700000000001
6,P9,3.14,9.5257,0.094,9.431700000000001
7,P9,3.592,9.5257,0.094,9.431700000000001
8,P9,4.106,9.5257,0.094,9.431700000000001
9,P9,4.698,9.5257,0.094,9.431700000000001
10,P9,5.19,9.5257,0.094,9.431700000000001
11,P9,5.854,9.5257,0.094,9.431700000000001
12,P9,6.473,9.5257,0.094,9.431700000000001
13,P9,7.097,9.5257,0.094,9.431700000000001
14,P9,7.713,9.5257,0.094,9.431700000000001
15,P9,8.163,9.5257,0.094,9.431700000000001
16,P9,8.752,9.5257,0.094,9.431700000000001
17,P9,9.158,9.5257,0.094,9.431700000000001
18,P9,9.575,9.5257,0.094,9.431700000000001
1,P1,0.06,0.0669,0.01,0.0569
2,P2,0.442,0.1799,0.02,0.15990000000000001
3,P4,1.07,1.192,0.041,1.151
4,P7,1.658,7.3106,0.072,7.2386
5,P8,2.227,8.808,0.083,8.725
6,P8,3.129,8.808,0.083,8.725
7,P8,3.683,8.808,0.083,8.725
8,P8,4.362,8.808,0.083,8.725
9,P8,4.865,8.808,0.083,8.725
10,P8,5.343,8.808,0.083,8.725
11,P8,5.973,8.808,0.083,8.725
12,P8,6.607,8.808,0.083,8.725
13,P8,7.114,8.808,0.083,8.725
14,P8,7.861,8.808,0.083,8.725
15,P8,8.408,8.808,0.083,8.725
16,P8,9.082,8.808,0.083,8.725
17,P8,9.517,8.808,0.083,8.725
1,P8,0.133,8.808,0.083,8.725
2,P8,0.795,8.808,0.083,8.725
3,P8,1.524,8.808,0.083,8.725
4,P8,2.057,8.808,0.083,8.725
5,P8,2.733,8.808,0.083,8.725
6,P8,3.979,8.808,0.083,8.725
7,P8,4.651,8.808,0.083,8.725
8,P8,5.265,8.808,0.083,8.725
9,P8,5.981,8.808,0.083,8.725
10,P8,6.597,8.808,0.083,8.725
11,P8,7.041,8.808,0.083,8.725
12,P8,7.626,8.808,0.083,8.725
13,P8,8.363,8.808,0.083,8.725
14,P8,8.827,8.808,0.083,8.725
15,P8,9.315,8.808,0.083,8.725
16,P8,9.763,8.808,0.083,8.725
1,P6,0.112,5.0,0.062,4.938
2,P8,0.528,8.808,0.083,8.725
3,P8,1.104,8.808,0.083,8.725
4,P8,1.722,8.808,0.083,8.725
5,P8,2.338,8.808,0.083,8.725
6,P8,3.233,8.808,0.083,8.725
7,P8,3.752,8.808,0.083,8.725
8,P8,4.359,8.808,0.083,8.725
9,P8,4.887,8.808,0.083,8.725
10,P8,5.62,8.808,0.083,8.725
11,P8,6.129,8.808,0.083,8.725
12,P8,6.692,8.808,0.083,8.725
13,P8,7.128,8.808,0.083,8.725
14,P8,8.316,8.808,0.083,8.725
15,P8,8.892,8.808,0.083,8.725
16,P8,9.429,8.808,0.083,8.725
17,P8,9.808,8.808,0.083,8.725
1,P8,0.133,8.808,0.083,8.725
2,P8,0.9,8.808,0.083,8.725
3,P8,1.381,8.808,0.083,8.725
4,P8,1.93,8.808,0.083,8.725
5,P8,2.492,8.808,0.083,8.725
6,P8,3.217,8.808,0.083,8.725
7,P8,3.592,8.808,0.083,8.725
8,P8,4.043,8.808,0.083,8.725
9,P8,4.473,8.808,0.083,8.725
10,P8,4.891,8.808,0.083,8.725
11,P8,5.51,8.808,0.083,8.725
12,P8,5.986,8.808,0.083,8.725
13,P8,6.512,8.808,0.083,8.725
14,P8,6.96,8.808,0.083,8.725
15,P8,7.703,8.808,0.083,8.725
16,P8,8.175,8.808,0.083,8.725
17,P8,8.709,8.808,0.083,8.725
18,P8,9.206,8.808,0.083,8.725
19,P8,9.573,8.808,0.083,8.725
1,P1,0.06,0.0669,0.01,0.0569
2,P9,0.471,9.5257,0.094,9.431700000000001
3,P9,1.171,9.5257,0.094,9.431700000000001
4,P9,1.71,9.5257,0.094,9.431700000000001
5,P9,2.201,9.5257,0.094,9.431700000000001
6,P9,2.827,9.5257,0.094,9.431700000000001
7,P9,3.399,9.5257,0.094,9.431700000000001
8,P9,4.2,9.5257,0.094,9.431700000000001
9,P9,4.557,9.5257,0.094,9.431700000000001
10,P9,5.262,9.5257,0.094,9.431700000000001
11,P9,5.733,9.5257,0.094,9.431700000000001
12,P9,6.177,9.5257,0.094,9.431700000000001
13,P9,6.769,9.5257,0.094,9.431700000000001
14,P9,7.237,9.5257,0.094,9.431700000000001
15,P9,7.857,9.5257,0.094,9.431700000000001
16,P9,8.283,9.5257,0.094,9.431700000000001
17,P9,8.878,9.5257,0.094,9.431700000000001
18,P9,9.349,9.5257,0.094,9.431700000000001
19,P9,9.796,9.5257,0.094,9.431700000000001
1,P10,0.155,9.8201,0.105,9.7151
2,P10,0.909,9.8201,0.105,9.7151
3,P10,1.494,9.8201,0.105,9.7151
4,P10,2.015,9.8201,0.105,9.7151
5,P10,2.667,9.8201,0.105,9.7151
6,P10,3.372,9.8201,0.105,9.7151
7,P10,4.001,9.8201,0.105,9.7151
8,P10,4.622,9.8201,0.105,9.7151
9,P10,5.075,9.8201,0.105,9.7151
10,P10,5.495,9.8201,0.105,9.7151
11,P10,5.944,9.8201,0.105,9.7151
12,P10,6.325,9.8201,0.105,9.7151
13,P10,7.026,9.8201,0.105,9.7151
14,P10,8.06,9.8201,0.105,9.7151
15,P10,8.564,9.8201,0.105,9.7151
16,P10,9.22,9.8201,0.105,9.7151
17,P10,9.775,9.8201,0.105,9.7151
1,P5,0.101,2.6894,0.051,2.6384
2,P5,0.741,2.6894,0.051,2.6384
3,P3,1.294,0.4743,0.03,0.44430000000000003
4,P5,1.871,2.6894,0.051,2.6384
5,P5,2.719,2.6894,0.051,2.6384
6,P5,3.198,2.6894,0.051,2.6384
7,P5,3.564,2.6894,0.051,2.6384
8,P5,4.371,2.6894,0.051,2.6384
9,P5,5.048,2.6894,0.051,2.6384
10,P5,5.861,2.6894,0.051,2.6384
11,P5,6.413,2.6894,0.051,2.6384
12,P5,6.858,2.6894,0.051,2.6384
13,P5,7.328,2.6894,0.051,2.6384
14,P5,7.77,2.6894,0.051,2.6384
15,P5,8.126,2.6894,0.051,2.6384
16,P5,8.663,2.6894,0.051,2.6384
17,P5,9.163,2.6894,0.051,2.6384
18,P5,9.69,2.6894,0.051,2.6384
1,P3,0.08,0.4743,0.03,0.44430000000000003
2,P1,0.646,0.0669,0.01,0.0569
3,P3,1.18,0.4743,0.03,0.44430000000000003
4,P3,1.52,0.4743,0.03,0.44430000000000003
5,P8,2.13,8.808,0.083,8.725
6,P8,2.993,8.808,0.083,8.725
7,P8,3.871,8.808,0.083,8.725
8,P8,4.467,8.808,0.083,8.725
9,P8,5.151,8.808,0.083,8.725
10,P8,5.529,8.808,0.083,8.725
11,P8,5.952,8.808,0.083,8.725
12,P8,6.361,8.808,0.083,8.725
13,P8,6.869,8.808,0.083,8.725
14,P8,7.404,8.808,0.083,8.725
15,P8,7.815,8.808,0.083,8.725
16,P8,8.444,8.808,0.083,8.725
17,P8,8.772,8.808,0.083,8.725
18,P8,9.339,8.808,0.083,8.725
19,P8,9.835,8.808,0.083,8.725
1,P8,0.133,8.808,0.083,8.725
2,P8,0.568,8.808,0.083,8.725
3,P8,1.088,8.808,0.083,8.725
4,P8,1.604,8.808,0.083,8.725
5,P8,2.242,8.808,0.083,8.725
6,P8,2.839,8.808,0.083,8.725
7,P8,3.43,8.808,0.083,8.725
8,P8,4.186,8.808,0.083,8.725
9,P8,4.569,8.808,0.083,8.725
10,P8,5.173,8.808,0.083,8.725
11,P8,5.53,8.808,0.083,8.725
12,P8,5.909,8.808,0.083,8.725
13,P8,6.297,8.808,0.083,8.725
14,P8,6.696,8.808,0.083,8.725
15,P8,7.084,8.808,0.083,8.725
16,P8,7.45,8.808,0.083,8.725
17,P8,8.052,8.808,0.083,8.725
18,P8,8.633,8.808,0.083,8.725
19,P8,9.18,8.808,0.083,8.725
20,P8,9.742,8.808,0.083,8.725
1,P6,0.112,5.0,0.062,4.938
2,P6,0.724,5.0,0.062,4.938
3,P6,1.283,5.0,0.062,4.938
4,P6,1.742,5.0,0.062,4.938
5,P6,2.332,5.0,0.062,4.938
6,P6,2.904,5.0,0.062,4.938
7,P6,3.369,5.0,0.062,4.938
8,P6,3.85,5.0,0.062,4.938
9,P6,4.603,5.0,0.062,4.938
10,P6,5.091,5.0,0.062,4.938
11,P6,5.686,5.0,0.062,4.938
12,P6,6.084,5.0,0.062,4.938
13,P6,6.586,5.0,0.062,4.938
14,P6,7.081,5.0,0.062,4.938
15,P6,7.44,5.0,0.062,4.938
16,P6,7.865,5.0,0.062,4.938
17,P6,8.28,5.0,0.062,4.938
18,P9,8.721,9.5257,0.094,9.431700000000001
19,P6,9.404,5.0,0.062,4.938
20,P9,9.944,9.5257,0.094,9.431700000000001
1,P7,0.122,7.3106,0.072,7.2386
2,P7,0.848,7.3106,0.072,7.2386
3,P7,1.482,7.3106,0.072,7.2386
4,P7,2.056,7.3106,0.072,7.2386
5,P7,2.401,7.3106,0.072,7.2386
6,P7,3.087,7.3106,0.072,7.2386
7,P7,3.792,7.3106,0.072,7.2386
8,P7,4.395,7.3106,0.072,7.2386
9,P7,4.843,7.3106,0.072,7.2386
10,P7,5.379,7.3106,0.072,7.2386
11,P7,5.903,7.3106,0.072,7.2386
12,P7,6.607,7.3106,0.072,7.2386
13,P7,7.332,7.3106,0.072,7.2386
14,P7,7.769,7.3106,0.072,7.2386
15,P7,8.389,7.3106,0.072,7.2386
16,P7,9.097,7.3106,0.072,7.2386
17,P7,9.661,7.3106,0.072,7.2386
1,P2,0.07,0.1799,0.02,0.15990000000000001
2,P9,0.951,9.5257,0.094,9.431700000000001
3,P9,1.585,9.5257,0.094,9.431700000000001
4,P9,2.172,9.5257,0.094,9.431700000000001
5,P9,2.791,9.5257,0.094,9.431700000000001
6,P9,3.278,9.5257,0.094,9.431700000000001
7,P9,3.713,9.5257,0.094,9.431700000000001
8,P9,4.247,9.5257,0.094,9.431700000000001
9,P9,4.68,9.5257,0.094,9.431700000000001
10,P9,5.334,9.5257,0.094,9.431700000000001
11,P9,5.972,9.5257,0.094,9.431700000000001
12,P9,6.611,9.5257,0.094,9.431700000000001
13,P9,7.359,9.5257,0.094,9.431700000000001
14,P9,7.992,9.5257,0.094,9.431700000000001
15,P9,8.361,9.5257,0.094,9.431700000000001
16,P9,9.038,9.5257,0.094,9.431700000000001
17,P9,9.74,9.5257,0.094,9.431700000000001
1,P3,0.08,0.4743,0.03,0.44430000000000003
2,P10,0.573,9.8201,0.105,9.7151
3,P10,1.001,9.8201,0.105,9.7151
4,P10,1.934,9.8201,0.105,9.7151
5,P10,2.393,9.8201,0.105,9.7151
6,P10,3.087,9.8201,0.105,9.7151
7,P10,3.64,9.8201,0.105,9.7151
8,P10,4.269,9.8201,0.105,9.7151
9,P10,4.866,9.8201,0.105,9.7151
10,P10,5.283,9.8201,0.105,9.7151
11,P10,5.835,9.8201,0.105,9.7151
12,P10,6.42,9.8201,0.105,9.7151
13,P10,6.887,9.8201,0.105,9.7151
14,P10,7.409,9.8201,0.105,9.7151
15,P10,8.073,9.8201,0.105,9.7151
16,P10,8.736,9.8201,0.105,9.7151
17,P10,9.299,9.8201,0.105,9.7151
18,P10,9.719,9.8201,0.105,9.7151
1,P6,0.112,5.0,0.062,4.938
2,P2,0.565,0.1799,0.02,0.15990000000000001
3,P6,1.57,5.0,0.062,4.938
4,P6,2.267,5.0,0.062,4.938
5,P6,2.979,5.0,0.062,4.938
6,P6,3.591,5.0,0.062,4.938
7,P6,4.258,5.0,0.062,4.938
8,P6,4.72,5.0,0.062,4.938
9,P6,5.401,5.0,0.062,4.938
10,P6,5.893,5.0,0.062,4.938
11,P6,6.223,5.0,0.062,4.938
12,P6,6.933,5.0,0.062,4.938
13,P6,7.826,5.0,0.062,4.938
14,P6,8.285,5.0,0.062,4.938
15,P6,8.711,5.0,0.062,4.938
16,P6,9.236,5.0,0.062,4.938
17,P6,9.654,5.0,0.062,4.938
1,P3,0.08,0.4743,0.03,0.44430000000000003
2,P10,0.754,9.8201,0.105,9.7151
3,P10,1.3,9.8201,0.105,9.7151
4,P10,2.176,9.8201,0.105,9.7151
5,P10,2.759,9.8201,0.105,9.7151
6,P10,3.321,9.8201,0.105,9.7151
7,P10,3.927,9.8201,0.105,9.7151
8,P10,4.673,9.8201,0.105,9.7151
9,P10,5.335,9.8201,0.105,9.7151
10,P10,6.301,9.8201,0.105,9.7151
11,P10,6.843,9.8201,0.105,9.7151
12,P10,7.376,9.8201,0.105,9.7151
13,P10,7.842,9.8201,0.105,9.7151
14,P10,8.371,9.8201,0.105,9.7151
15,P10,9.35,9.8201,0.105,9.7151
16,P10,9.8,9.8201,0.105,9.7151
1,P8,0.133,8.808,0.083,8.725
2,P8,0.651,8.808,0.083,8.725
3,P8,1.305,8.808,0.083,8.725
4,P8,1.943,8.808,0.083,8.725
5,P8,2.346,8.808,0.083,8.725
6,P8,2.932,8.808,0.083,8.725
7,P8,3.627,8.808,0.083,8.725
8,P8,3.977,8.808,0.083,8.725
9,P8,4.435,8.808,0.083,8.725
10,P8,4.964,8.808,0.083,8.725
11,P8,5.604,8.808,0.083,8.725
12,P8,6.129,8.808,0.083,8.725
13,P8,6.589,8.808,0.083,8.725
14,P8,7.0,8.808,0.083,8.725
15,P8,7.463,8.808,0.083,8.725
16,P8,7.993,8.808,0.083,8.725
17,P8,8.476,8.808,0.083,8.725
18,P8,9.055,8.808,0.083,8.725
19,P8,9.532,8.808,0.083,8.725
20,P8,9.964,8.808,0.083,8.725
1,P8,0.133,8.808,0.083,8.725
2,P8,0.509,8.808,0.083,8.725
3,P8,1.217,8.808,0.083,8.725
4,P8,1.767,8.808,0.083,8.725
5,P8,2.388,8.808,0.083,8.725
6,P8,2.978,8.808,0.083,8.725
7,P8,3.48,8.808,0.083,8.725
8,P8,4.032,8.808,0.083,8.725
9,P8,4.504,8.808,0.083,8.725
10,P8,5.076,8.808,0.083,8.725
11,P8,5.525,8.808,0.083,8.725
12,P8,5.988,8.808,0.083,8.725
13,P8,6.367,8.808,0.083,8.725
14,P8,6.856,8.808,0.083,8.725
15,P8,7.298,8.808,0.083,8.725
16,P8,7.88,8.808,0.083,8.725
17,P8,8.484,8.808,0.083,8.725
18,P8,8.996,8.808,0.083,8.725
19,P8,9.823,8.808,0.083,8.725
1,P6,0.112,5.0,0.062,4.938
2,P3,0.979,0.4743,0.03,0.44430000000000003
3,P6,1.493,5.0,0.062,4.938
4,P6,2.094,5.0,0.062,4.938
5,P6,2.675,5.0,0.062,4.938
6,P6,3.145,5.0,0.062,4.938
7,P6,3.606,5.0,0.062,4.938
8,P6,4.048,5.0,0.062,4.938
9,P6,4.539,5.0,0.062,4.938
10,P6,5.127,5.0,0.062,4.938
11,P6,5.779,5.0,0.062,4.938
12,P6,6.311,5.0,0.062,4.938
13,P6,6.854,5.0,0.062,4.938
14,P6,7.279,5.0,0.062,4.938
15,P6,7.759,5.0,0.062,4.938
16,P6,8.175,5.0,0.062,4.938
17,P6,8.583,5.0,0.062,4.938
18,P6,8.989,5.0,0.062,4.938
19,P6,9.503,5.0,0.062,4.938
20,P6,9.928,5.0,0.062,4.938
1,P9,0.144,9.5257,0.094,9.431700000000001
2,P9,0.767,9.5257,0.094,9.431700000000001
3,P9,1.392,9.5257,0.094,9.431700000000001
4,P9,2.172,9.5257,0.094,9.431700000000001
5,P9,2.918,9.5257,0.094,9.431700000000001
