trial,production,rewarded_time,delivered_reward,passed_time,received_reward
3,P9,1.208,9.5257,0.094,9.431700000000001
4,P9,1.663,9.5257,0.094,9.431700000000001
5,P9,2.122,9.5257,0.094,9.431700000000001
6,P9,2.727,9.5257,0.094,9.431700000000001
7,P9,3.197,9.5257,0.094,9.431700000000001
8,P9,4.117,9.5257,0.094,9.431700000000001
9,P9,5.02,9.5257,0.094,9.431700000000001
10,P9,5.545,9.5257,0.094,9.431700000000001
11,P9,6.36,9.5257,0.094,9.431700000000001
12,P9,6.806,9.5257,0.094,9.431700000000001
13,P9,7.393,9.5257,0.094,9.431700000000001
14,P9,8.106,9.5257,0.094,9.431700000000001
15,P9,8.518,9.5257,0.094,9.431700000000001
16,P9,9.035,9.5257,0.094,9.431700000000001
17,P9,9.552,9.5257,0.094,9.431700000000001
1,P6,0.112,5.0,0.062,4.938
2,P6,0.862,5.0,0.062,4.938
3,P6,1.501,5.0,0.062,4.938
4,P6,2.008,5.0,0.062,4.938
5,P6,2.761,5.0,0.062,4.938
6,P6,3.211,5.0,0.062,4.938
7,P6,3.912,5.0,0.062,4.938
8,P6,4.524,5.0,0.062,4.938
9,P6,5.167,5.0,0.062,4.938
10,P6,5.708,5.0,0.062,4.938
11,P6,6.183,5.0,0.062,4.938
12,P6,6.787,5.0,0.062,4.938
13,P6,7.446,5.0,0.062,4.938
14,P6,8.596,5.0,0.062,4.938
15,P6,9.118,5.0,0.062,4.938
16,P6,9.571,5.0,0.062,4.938
1,P2,0.07,0.1799,0.02,0.15990000000000001
2,P3,0.541,0.4743,0.03,0.44430000000000003
3,P3,1.115,0.4743,0.03,0.44430000000000003
4,P3,2.156,0.4743,0.03,0.44430000000000003
5,P2,2.657,0.1799,0.02,0.15990000000000001
6,P6,3.171,5.0,0.062,4.938
7,P6,3.64,5.0,0.062,4.938
8,P6,4.189,5.0,0.062,4.938
9,P6,4.659,5.0,0.062,4.938
10,P6,5.501,5.0,0.062,4.938
11,P6,6.229,5.0,0.062,4.938
12,P6,6.679,5.0,0.062,4.938
13,P6,7.149,5.0,0.062,4.938
14,P6,7.699,5.0,0.062,4.938
15,P6,8.568,5.0,0.062,4.938
16,P6,9.203,5.0,0.062,4.938
17,P6,9.648,5.0,0.062,4.938
1,P5,0.101,2.6894,0.051,2.6384
2,P2,0.508,0.1799,0.02,0.15990000000000001
3,P2,0.801,0.1799,0.02,0.15990000000000001
4,P10,1.839,9.8201,0.105,9.7151
5,P10,2.442,9.8201,0.105,9.7151
6,P10,3.225,9.8201,0.105,9.7151
7,P10,3.778,9.8201,0.105,9.7151
8,P10,4.242,9.8201,0.105,9.7151
9,P10,5.023,9.8201,0.105,9.7151
10,P10,5.677,9.8201,0.105,9.7151
11,P10,6.184,9.8201,0.105,9.7151
12,P10,6.7,9.8201,0.105,9.7151
13,P10,7.163,9.8201,0.105,9.7151
14,P10,7.639,9.8201,0.105,9.7151
15,P10,8.058,9.8201,0.105,9.7151
16,P10,8.535,9.8201,0.105,9.7151
17,P10,9.155,9.8201,0.105,9.7151
18,P10,9.791,9.8201,0.105,9.7151
1,P10,0.155,9.8201,0.105,9.7151
2,P10,0.974,9.8201,0.105,9.7151
3,P10,1.774,9.8201,0.105,9.7151
4,P10,2.37,9.8201,0.105,9.7151
5,P10,3.042,9.8201,0.105,9.7151
6,P10,3.68,9.8201,0.105,9.7151
7,P10,4.534,9.8201,0.105,9.7151
8,P10,5.07,9.8201,0.105,9.7151
9,P10,5.637,9.8201,0.105,9.7151
10,P10,6.122,9.8201,0.105,9.7151
11,P10,6.798,9.8201,0.105,9.7151
12,P10,7.406,9.8201,0.105,9.7151
13,P10,7.934,9.8201,0.105,9.7151
14,P10,8.743,9.8201,0.105,9.7151
15,P10,9.23,9.8201,0.105,9.7151
16,P10,9.762,9.8201,0.105,9.7151
1,P7,0.122,7.3106,0.072,7.2386
2,P7,1.248,7.3106,0.072,7.2386
3,P7,2.52,7.3106,0.072,7.2386
4,P7,3.535,7.3106,0.072,7.2386
5,P7,4.738,7.3106,0.072,7.2386
6,P7,5.191,7.3106,0.072,7.2386
7,P7,5.702,7.3106,0.072,7.2386
8,P7,6.283,7.3106,0.072,7.2386
9,P7,6.87,7.3106,0.072,7.2386
10,P7,7.321,7.3106,0.072,7.2386
11,P7,8.014,7.3106,0.072,7.2386
12,P7,8.445,7.3106,0.072,7.2386
13,P7,8.885,7.3106,0.072,7.2386
14,P7,9.861,7.3106,0.072,7.2386
1,P6,0.112,5.0,0.062,4.938
2,P4,0.75,1.192,0.041,1.151
3,P6,1.345,5.0,0.062,4.938
4,P6,1.874,5.0,0.062,4.938
5,P6,2.649,5.0,0.062,4.938
6,P6,3.257,5.0,0.062,4.938
7,P6,3.704,5.0,0.062,4.938
8,P6,4.179,5.0,0.062,4.938
9,P6,4.826,5.0,0.062,4.938
10,P6,5.188,5.0,0.062,4.938
11,P6,5.688,5.0,0.062,4.938
12,P6,6.95,5.0,0.062,4.938
13,P6,7.416,5.0,0.062,4.938
14,P6,7.888,5.0,0.062,4.938
15,P6,8.267,5.0,0.062,4.938
16,P6,8.822,5.0,0.062,4.938
17,P6,9.256,5.0,0.062,4.938
1,P6,0.112,5.0,0.062,4.938
2,P6,0.627,5.0,0.062,4.938
3,P6,1.508,5.0,0.062,4.938
4,P6,2.253,5.0,0.062,4.938
5,P6,2.728,5.0,0.062,4.938
6,P6,3.814,5.0,0.062,4.938
7,P6,4.577,5.0,0.062,4.938
8,P6,5.082,5.0,0.062,4.938
9,P6,5.808,5.0,0.062,4.938
10,P6,6.314,5.0,0.062,4.938
11,P6,6.688,5.0,0.062,4.938
12,P6,7.572,5.0,0.062,4.938
13,P6,7.884,5.0,0.062,4.938
14,P6,8.312,5.0,0.062,4.938
15,P6,8.755,5.0,0.062,4.938
16,P6,9.161,5.0,0.062,4.938
17,P6,9.564,5.0,0.062,4.938
1,P10,0.155,9.8201,0.105,9.7151
2,P10,0.78,9.8201,0.105,9.7151
3,P10,2.084,9.8201,0.105,9.7151
4,P10,2.502,9.8201,0.105,9.7151
5,P10,3.47,9.8201,0.105,9.7151
6,P10,3.973,9.8201,0.105,9.7151
7,P10,4.54,9.8201,0.105,9.7151
8,P10,5.18,9.8201,0.105,9.7151
9,P10,5.929,9.8201,0.105,9.7151
10,P10,6.76,9.8201,0.105,9.7151
11,P10,7.483,9.8201,0.105,9.7151
12,P10,7.919,9.8201,0.105,9.7151
13,P10,8.372,9.8201,0.105,9.7151
14,P10,8.895,9.8201,0.105,9.7151
15,P10,9.384,9.8201,0.105,9.7151
1,P9,0.144,9.5257,0.094,9.431700000000001
2,P9,0.599,9.5257,0.094,9.431700000000001
3,P9,1.193,9.5257,0.094,9.431700000000001
4,P9,1.893,9.5257,0.094,9.431700000000001
5,P9,2.33,9.5257,0.094,9.431700000000001
6,P9,3.005,9.5257,0.094,9.431700000000001
7,P9,3.655,9.5257,0.094,9.431700000000001
8,P9,4.315,9.5257,0.094,9.431700000000001
9,P9,5.123,9.5257,0.094,9.431700000000001
10,P9,6.041,9.5257,0.094,9.431700000000001
11,P9,6.575,9.5257,0.094,9.431700000000001
12,P9,7.099,9.5257,0.094,9.431700000000001
13,P9,7.632,9.5257,0.094,9.431700000000001
14,P9,8.401,9.5257,0.094,9.431700000000001
15,P9,8.967,9.5257,0.094,9.431700000000001
16,P9,9.529,9.5257,0.094,9.431700000000001
17,P9,9.977,9.5257,0.094,9.431700000000001
1,P8,0.133,8.808,0.083,8.725
2,P8,0.568,8.808,0.083,8.725
3,P8,1.351,8.808,0.083,8.725
4,P8,1.898,8.808,0.083,8.725
5,P8,2.492,8.808,0.083,8.725
6,P8,3.077,8.808,0.083,8.725
7,P8,3.889,8.808,0.083,8.725
8,P8,4.591,8.808,0.083,8.725
9,P8,5.127,8.808,0.083,8.725
10,P8,5.604,8.808,0.083,8.725
11,P8,6.223,8.808,0.083,8.725
12,P8,6.982,8.808,0.083,8.725
13,P8,7.447,8.808,0.083,8.725
14,P8,8.001,8.808,0.083,8.725
15,P8,8.387,8.808,0.083,8.725
16,P8,9.001,8.808,0.083,8.725
17,P8,9.475,8.808,0.083,8.725
1,P3,0.08,0.4743,0.03,0.44430000000000003
2,P6,0.865,5.0,0.062,4.938
3,P6,1.727,5.0,0.062,4.938
4,P6,2.313,5.0,0.062,4.938
5,P6,2.966,5.0,0.062,4.938
6,P6,3.605,5.0,0.062,4.938
7,P6,4.265,5.0,0.062,4.938
8,P6,4.92,5.0,0.062,4.938
9,P6,5.541,5.0,0.062,4.938
10,P6,6.25,5.0,0.062,4.938
11,P6,6.771,5.0,0.062,4.938
12,P6,7.251,5.0,0.062,4.938
13,P6,7.767,5.0,0.062,4.938
14,P6,8.459,5.0,0.062,4.938
15,P6,8.934,5.0,0.062,4.938
1,P10,0.155,9.8201,0.105,9.7151
2,P10,0.853,9.8201,0.105,9.7151
3,P10,1.992,9.8201,0.105,9.7151
4,P10,2.881,9.8201,0.105,9.7151
5,P10,3.498,9.8201,0.105,9.7151
6,P10,4.513,9.8201,0.105,9.7151
7,P10,5.746,9.8201,0.105,9.7151
8,P10,6.415,9.8201,0.105,9.7151
9,P10,7.095,9.8201,0.105,9.7151
10,P10,7.624,9.8201,0.105,9.7151
11,P10,8.332,9.8201,0.105,9.7151
12,P10,8.942,9.8201,0.105,9.7151
13,P10,9.933,9.8201,0.105,9.7151
1,P6,0.112,5.0,0.062,4.938
2,P2,0.683,0.1799,0.02,0.15990000000000001
3,P6,1.396,5.0,0.062,4.938
4,P6,1.882,5.0,0.062,4.938
5,P6,2.276,5.0,0.062,4.938
6,P6,2.66,5.0,0.062,4.938
7,P6,3.101,5.0,0.062,4.938
8,P6,3.573,5.0,0.062,4.938
9,P6,4.22,5.0,0.062,4.938
10,P6,4.946,5.0,0.062,4.938
11,P6,5.359,5.0,0.062,4.938
12,P6,5.808,5.0,0.062,4.938
13,P6,6.513,5.0,0.062,4.938
14,P6,6.953,5.0,0.062,4.938
15,P6,7.631,5.0,0.062,4.938
16,P6,8.166,5.0,0.062,4.938
17,P6,8.578,5.0,0.062,4.938
18,P6,9.186,5.0,0.062,4.938
19,P6,9.587,5.0,0.062,4.938
1,P9,0.144,9.5257,0.094,9.431700000000001
2,P9,0.58,9.5257,0.094,9.431700000000001
3,P9,1.148,9.5257,0.094,9.431700000000001
4,P9,1.703,9.5257,0.094,9.431700000000001
5,P9,2.369,9.5257,0.094,9.431700000000001
6,P9,2.805,9.5257,0.094,9.431700000000001
7,P9,3.32,9.5257,0.094,9.431700000000001
8,P9,4.199,9.5257,0.094,9.431700000000001
9,P9,4.922,9.5257,0.094,9.431700000000001
10,P9,6.046,9.5257,0.094,9.431700000000001
11,P9,6.825,9.5257,0.094,9.431700000000001
12,P9,7.305,9.5257,0.094,9.431700000000001
13,P9,7.908,9.5257,0.094,9.431700000000001
14,P9,8.547,9.5257,0.094,9.431700000000001
15,P9,9.124,9.5257,0.094,9.431700000000001
16,P9,9.678,9.5257,0.094,9.431700000000001
1,P9,0.144,9.5257,0.094,9.431700000000001
2,P9,0.528,9.5257,0.094,9.431700000000001
3,P9,1.118,9.5257,0.094,9.431700000000001
4,P9,1.731,9.5257,0.094,9.431700000000001
5,P9,2.374,9.5257,0.094,9.431700000000001
6,P9,3.413,9.5257,0.094,9.431700000000001
7,P9,3.958,9.5257,0.094,9.431700000000001
8,P9,4.527,9.5257,0.094,9.431700000000001
9,P9,5.003,9.5257,0.094,9.431700000000001
10,P9,5.751,9.5257,0.094,9.431700000000001
11,P9,6.28,9.5257,0.094,9.431700000000001
12,P9,6.766,9.5257,0.094,9.431700000000001
13,P9,7.174,9.5257,0.094,9.431700000000001
14,P9,7.794,9.5257,0.094,9.431700000000001
15,P9,8.376,9.5257,0.094,9.431700000000001
16,P9,8.901,9.5257,0.094,9.431700000000001
17,P9,9.442,9.5257,0.094,9.431700000000001
18,P9,9.853,9.5257,0.094,9.431700000000001
1,P5,0.101,2.6894,0.051,2.6384
2,P5,0.73,2.6894,0.051,2.6384
3,P10,1.78,9.8201,0.105,9.7151
4,P10,2.581,9.8201,0.105,9.7151
5,P10,3.267,9.8201,0.105,9.7151
6,P10,3.814,9.8201,0.105,9.7151
7,P10,4.423,9.8201,0.105,9.7151
8,P10,4.928,9.8201,0.105,9.7151
9,P10,5.582,9.8201,0.105,9.7151
10,P10,6.184,9.8201,0.105,9.7151
11,P10,6.691,9.8201,0.105,9.7151
12,P10,7.115,9.8201,0.105,9.7151
13,P10,7.927,9.8201,0.105,9.7151
14,P10,8.509,9.8201,0.105,9.7151
15,P10,9.21,9.8201,0.105,9.7151
16,P10,9.847,9.8201,0.105,9.7151
1,P4,0.091,1.192,0.041,1.151
2,P8,0.539,8.808,0.083,8.725
3,P8,1.023,8.808,0.083,8.725
4,P8,1.747,8.808,0.083,8.725
5,P8,2.396,8.808,0.083,8.725
6,P8,3.096,8.808,0.083,8.725
7,P8,3.802,8.808,0.083,8.725
8,P8,4.523,8.808,0.083,8.725
9,P8,5.279,8.808,0.083,8.725
10,P8,5.823,8.808,0.083,8.725
11,P8,6.505,8.808,0.083,8.725
12,P8,7.169,8.808,0.083,8.725
13,P8,7.891,8.808,0.083,8.725
14,P8,8.553,8.808,0.083,8.725
15,P8,9.017,8.808,0.083,8.725
16,P8,9.666,8.808,0.083,8.725
1,P6,0.112,5.0,0.062,4.938
2,P6,0.776,5.0,0.062,4.938
3,P6,1.25,5.0,0.062,4.938
4,P6,1.733,5.0,0.062,4.938
5,P6,2.276,5.0,0.062,4.938
6,P6,2.828,5.0,0.062,4.938
7,P6,3.327,5.0,0.062,4.938
8,P6,4.329,5.0,0.062,4.938
9,P6,4.783,5.0,0.062,4.938
10,P6,5.381,5.0,0.062,4.938
11,P6,5.951,5.0,0.062,4.938
12,P6,6.394,5.0,0.062,4.938
13,P6,6.961,5.0,0.062,4.938
14,P6,7.51,5.0,0.062,4.938
15,P6,8.095,5.0,0.062,4.938
16,P6,8.563,5.0,0.062,4.938
17,P6,9.008,5.0,0.062,4.938
18,P6,9.923,5.0,0.062,4.938
1,P7,0.122,7.3106,0.072,7.2386
2,P7,0.621,7.3106,0.072,7.2386
3,P7,1.228,7.3106,0.072,7.2386
4,P7,1.891,7.3106,0.072,7.2386
5,P7,2.421,7.3106,0.072,7.2386
6,P7,3.145,7.3106,0.072,7.2386
7,P7,3.787,7.3106,0.072,7.2386
8,P7,4.352,7.3106,0.072,7.2386
9,P7,4.921,7.3106,0.072,7.2386
10,P7,5.255,7.3106,0.072,7.2386
11,P7,5.739,7.3106,0.072,7.2386
12,P7,6.24,7.3106,0.072,7.2386
13,P7,6.719,7.3106,0.072,7.2386
14,P7,7.411,7.3106,0.072,7.2386
15,P7,7.958,7.3106,0.072,7.2386
16,P7,8.446,7.3106,0.072,7.2386
17,P7,9.496,7.3106,0.072,7.2386
1,P9,0.144,9.5257,0.094,9.431700000000001
2,P9,0.568,9.5257,0.094,9.431700000000001
3,P9,1.331,9.5257,0.094,9.431700000000001
4,P9,1.882,9.5257,0.094,9.431700000000001
5,P9,3.176,9.5257,0.094,9.431700000000001
6,P9,3.686,9.5257,0.094,9.431700000000001
7,P9,4.307,9.5257,0.094,9.431700000000001
8,P9,5.03,9.5257,0.094,9.431700000000001
9,P9,5.386,9.5257,0.094,9.431700000000001
10,P9,5.855,9.5257,0.094,9.431700000000001
11,P9,6.331,9.5257,0.094,9.431700000000001
12,P9,7.018,9.5257,0.094,9.431700000000001
13,P9,7.601,9.5257,0.094,9.431700000000001
14,P9,8.031,9.5257,0.094,9.431700000000001
15,P9,8.559,9.5257,0.094,9.431700000000001
16,P9,9.474,9.5257,0.094,9.431700000000001
1,P10,0.155,9.8201,0.105,9.7151
2,P10,0.784,9.8201,0.105,9.7151
3,P10,1.417,9.8201,0.105,9.7151
4,P10,2.026,9.8201,0.105,9.7151
5,P10,2.992,9.8201,0.105,9.7151
6,P10,3.784,9.8201,0.105,9.7151
7,P10,4.614,9.8201,0.105,9.7151
8,P10,5.345,9.8201,0.105,9.7151
9,P10,5.878,9.8201,0.105,9.7151
10,P10,6.518,9.8201,0.105,9.7151
11,P10,6.925,9.8201,0.105,9.7151
12,P10,7.745,9.8201,0.105,9.7151
13,P10,8.177,9.8201,0.105,9.7151
14,P10,8.725,9.8201,0.105,9.7151
15,P10,9.218,9.8201,0.105,9.7151
16,P10,9.731,9.8201,0.105,9.7151
1,P10,0.155,9.8201,0.105,9.7151
2,P10,0.956,9.8201,0.105,9.7151
3,P10,1.626,9.8201,0.105,9.7151
4,P10,2.439,9.8201,0.105,9.7151
5,P10,3.406,9.8201,0.105,9.7151
6,P10,4.62,9.8201,0.105,9.7151
7,P10,5.171,9.8201,0.105,9.7151
8,P10,5.764,9.8201,0.105,9.7151
9,P10,6.381,9.8201,0.105,9.7151
10,P10,7.246,9.8201,0.105,9.7151
11,P10,7.772,9.8201,0.105,9.7151
12,P10,8.232,9.8201,0.105,9.7151
13,P10,8.667,9.8201,0.105,9.7151
14,P10,9.285,9.8201,0.105,9.7151
15,P10,9.855,9.8201,0.105,9.7151
1,P8,0.133,8.808,0.083,8.725
2,P8,1.166,8.808,0.083,8.725
3,P8,1.656,8.808,0.083,8.725
4,P8,2.213,8.808,0.083,8.725
5,P8,2.707,8.808,0.083,8.725
6,P8,3.127,8.808,0.083,8.725
7,P8,3.771,8.808,0.083,8.725
8,P8,4.261,8.808,0.083,8.725
9,P8,4.912,8.808,0.083,8.725
10,P8,5.706,8.808,0.083,8.725
11,P8,6.247,8.808,0.083,8.725
12,P8,6.753,8.808,0.083,8.725
13,P8,7.29,8.808,0.083,8.725
14,P8,7.962,8.808,0.083,8.725
15,P8,8.488,8.808,0.083,8.725
16,P8,8.934,8.808,0.083,8.725
17,P8,9.481,8.808,0.083,8.725
18,P8,9.923,8.808,0.083,8.725
1,P3,0.08,0.4743,0.03,0.44430000000000003
2,P5,0.666,2.6894,0.051,2.6384
3,P5,1.155,2.6894,0.051,2.6384
4,P9,1.815,9.5257,0.094,9.431700000000001
5,P9,2.257,9.5257,0.094,9.431700000000001
6,P9,3.486,9.5257,0.094,9.431700000000001
7,P9,3.947,9.5257,0.094,9.431700000000001
8,P9,4.636,9.5257,0.094,9.431700000000001
9,P9,5.807,9.5257,0.094,9.431700000000001
10,P9,7.047,9.5257,0.094,9.431700000000001
11,P9,7.523,9.5257,0.094,9.431700000000001
12,P9,8.01,9.5257,0.094,9.431700000000001
13,P9,8.598,9.5257,0.094,9.431700000000001
14,P9,9.029,9.5257,0.094,9.431700000000001
15,P9,9.475,9.5257,0.094,9.431700000000001
1,P3,0.08,0.4743,0.03,0.44430000000000003
2,P5,0.498,2.6894,0.051,2.6384
3,P1,0.824,0.0669,0.01,0.0569
4,P2,1.354,0.1799,0.02,0.15990000000000001
5,P8,2.327,8.808,0.083,8.725
6,P8,2.86,8.808,0.083,8.725
7,P8,3.453,8.808,0.083,8.725
8,P8,4.215,8.808,0.083,8.725
9,P8,4.816,8.808,0.083,8.725
10,P8,5.505,8.808,0.083,8.725
11,P8,6.006,8.808,0.083,8.725
12,P8,6.553,8.808,0.083,8.725
13,P8,7.061,8.808,0.083,8.725
14,P8,7.917,8.808,0.083,8.725
15,P8,8.347,8.808,0.083,8.725
16,P8,8.864,8.808,0.083,8.725
17,P8,9.306,8.808,0.083,8.725
18,P8,9.638,8.808,0.083,8.725
1,P3,0.08,0.4743,0.03,0.44430000000000003
2,P1,0.436,0.0669,0.01,0.0569
3,P6,1.199,5.0,0.062,4.938
4,P6,1.777,5.0,0.062,4.938
5,P7,2.485,7.3106,0.072,7.2386
6,P7,3.12,7.3106,0.072,7.2386
7,P7,3.627,7.3106,0.072,7.2386
8,P7,4.282,7.3106,0.072,7.2386
9,P7,4.777,7.3106,0.072,7.2386
10,P7,5.396,7.3106,0.072,7.2386
11,P7,6.157,7.3106,0.072,7.2386
12,P7,6.679,7.3106,0.072,7.2386
13,P7,7.053,7.3106,0.072,7.2386
14,P7,7.641,7.3106,0.072,7.2386
15,P7,8.104,7.3106,0.072,7.2386
16,P7,8.753,7.3106,0.072,7.2386
17,P7,9.615,7.3106,0.072,7.2386
1,P1,0.06,0.0669,0.01,0.0569
2,P3,0.678,0.4743,0.03,0.44430000000000003
3,P7,1.164,7.3106,0.072,7.2386
4,P7,2.116,7.3106,0.072,7.2386
5,P7,2.716,7.3106,0.072,7.2386
6,P7,3.278,7.3106,0.072,7.2386
7,P7,3.889,7.3106,0.072,7.2386
8,P7,4.574,7.3106,0.072,7.2386
9,P7,5.127,7.3106,0.072,7.2386
10,P7,5.593,7.3106,0.072,7.2386
11,P7,6.445,7.3106,0.072,7.2386
12,P7,6.946,7.3106,0.072,7.2386
13,P7,7.5,7.3106,0.072,7.2386
14,P7,7.987,7.3106,0.072,7.2386
15,P7,8.579,7.3106,0.072,7.2386
16,P7,8.97,7.3106,0.072,7.2386
17,P7,9.489,7.3106,0.072,7.2386
1,P4,0.091,1.192,0.041,1.151
2,P6,0.592,5.0,0.062,4.938
3,P6,1.289,5.0,0.062,4.938
4,P6,2.154,5.0,0.062,4.938
5,P6,2.884,5.0,0.062,4.938
6,P6,4.061,5.0,0.062,4.938
7,P6,4.918,5.0,0.062,4.938
8,P6,5.511,5.0,0.062,4.938
9,P6,5.979,5.0,0.062,4.938
10,P6,6.484,5.0,0.062,4.938
11,P6,7.287,5.0,0.062,4.938
