epoch,production,u,utility,delivered_reward
190,P8,0.0,-0.7781149,8.808
190,P9,0.0,0.05809016,9.5257
190,P10,0.0,0.25823918,9.8201
191,P1,0.0,-0.51408774,0.0669
191,P2,0.0,-1.099962,0.1799
191,P3,0.0,-0.4983972,0.4743
191,P4,0.0,-0.119412564,1.192
191,P5,0.0,0.29780084,2.6894
191,P6,0.0,0.20702681,5.0
191,P7,0.0,0.43922698,7.3106
191,P8,0.0,0.24131097,8.808
191,P9,9.427265,9.563956,9.5257
191,P10,0.0,0.7469784,9.8201
192,P1,0.0,0.054227717,0.0669
192,P2,0.0,0.58945143,0.1799
192,P3,0.0,2.7570324,0.4743
192,P4,0.0,0.086692244,1.192
192,P5,0.0,0.29540136,2.6894
192,P6,0.0,-0.61407346,5.0
192,P7,0.0,0.0013094073,7.3106
192,P8,0.0,0.637273,8.808
192,P9,9.429039,9.855035,9.5257
192,P10,0.0,-0.03670028,9.8201
193,P1,0.0,-0.15359858,0.0669
193,P2,0.0,1.1579565,0.1799
193,P3,0.0,1.2182516,0.4743
193,P4,0.0,0.17356753,1.192
193,P5,1.0553601,0.40792435,2.6894
193,P6,4.9376993,5.048114,5.0
193,P7,0.0,0.24517098,7.3106
193,P8,0.0,-1.9381547,8.808
193,P9,0.0,0.74434274,9.5257
193,P10,0.0,-0.62955046,9.8201
194,P1,0.0,0.053519752,0.0669
194,P2,0.0,-0.99079514,0.1799
194,P3,0.0,0.24125877,0.4743
194,P4,0.0,-0.51968616,1.192
194,P5,0.0,0.73076844,2.6894
194,P6,0.0,-1.04203,5.0
194,P7,0.0,-0.22919498,7.3106
194,P8,8.724113,7.4963512,8.808
194,P9,0.0,0.70445174,9.5257
194,P10,0.0,-0.4719963,9.8201
195,P1,0.0,-1.9836612,0.0669
195,P2,0.0,0.10085186,0.1799
195,P3,0.17772,0.90400493,0.4743
195,P4,0.0,0.31754386,1.192
195,P5,0.0,-0.836668,2.6894
195,P6,4.9356785,4.6685095,5.0
195,P7,0.0,1.805828,7.3106
195,P8,0.0,0.67660606,8.808
195,P9,0.0,-0.46482447,9.5257
195,P10,0.0,-1.7662904,9.8201
196,P1,0.0,1.1239213,0.0669
196,P2,0.0,-0.27521765,0.1799
196,P3,0.0,-1.085293,0.4743
196,P4,0.0,0.9721659,1.192
196,P5,1.0553601,2.0879312,2.6894
196,P6,4.9374986,4.8612256,5.0
196,P7,0.0,0.40301192,7.3106
196,P8,0.0,-0.13724062,8.808
196,P9,0.0,1.3893192,9.5257
196,P10,0.0,1.4107509,9.8201
197,P1,0.0,1.0861,0.0669
197,P2,0.0,-0.32438758,0.1799
197,P3,0.0,-2.128902,0.4743
197,P4,0.0,0.116237864,1.192
197,P5,0.0,-1.1467304,2.6894
197,P6,4.855061,5.3435636,5.0
197,P7,0.0,0.41118866,7.3106
197,P8,8.637072,9.458532,8.808
197,P9,0.0,1.0467732,9.5257
197,P10,0.0,-0.42422563,9.8201
198,P1,0.0,0.02500725,0.0669
198,P2,0.0,0.47154936,0.1799
198,P3,0.17772,-0.41763175,0.4743
198,P4,0.0,1.6848618,1.192
198,P5,0.0,0.10101168,2.6894
198,P6,0.0,1.1598737,5.0
198,P7,2.8954399,3.550705,7.3106
198,P8,8.720898,8.263272,8.808
198,P9,0.0,-1.7910745,9.5257
198,P10,0.0,1.9151276,9.8201
199,P1,0.0,0.9412093,0.0669
199,P2,0.0,0.6425255,0.1799
199,P3,0.0,-0.1978163,0.4743
199,P4,0.0,1.3506856,1.192
199,P5,0.0,-1.0516601,2.6894
199,P6,0.0,0.55745035,5.0
199,P7,0.0,-0.46598905,7.3106
199,P8,8.724113,8.620239,8.808
199,P9,0.0,-0.33026806,9.5257
199,P10,0.0,-0.38578433,9.8201
200,P1,0.0,0.5292888,0.0669
200,P2,0.0,1.5350063,0.1799
200,P3,0.0,0.115045406,0.4743
200,P4,0.0,0.44090447,1.192
200,P5,0.0,-0.64766824,2.6894
200,P6,0.0,0.6118317,5.0
200,P7,0.0,1.493256,7.3106
200,P8,0.0,-0.60083413,8.808
200,P9,0.0,0.6592311,9.5257
200,P10,9.710532,8.611368,9.8201
201,P1,0.0,0.5456407,0.0669
201,P2,0.0,-0.5968427,0.1799
201,P3,0.0,0.076659895,0.4743
201,P4,0.0,0.10495252,1.192
201,P5,0.0,-1.1705669,2.6894
201,P6,0.0,-0.7838299,5.0
201,P7,0.0,-0.29973438,7.3106
201,P8,0.0,0.281215,8.808
201,P9,0.0,-1.6528225,9.5257
201,P10,9.712359,9.1593485,9.8201
202,P1,0.0,-0.39978185,0.0669
202,P2,0.0,-1.1675984,0.1799
202,P3,0.0,-0.3074666,0.4743
202,P4,0.0,1.2532104,1.192
202,P5,0.0,1.333554,2.6894
202,P6,0.0,-1.0446637,5.0
202,P7,0.0,-0.66357493,7.3106
202,P8,8.724681,11.037828,8.808
202,P9,0.0,-0.123426415,9.5257
202,P10,0.0,-1.1772543,9.8201
203,P1,0.0,0.32053298,0.0669
203,P2,0.0,-0.19812267,0.1799
203,P3,0.0,0.8595048,0.4743
203,P4,0.0,-0.5407559,1.192
203,P5,0.0,0.8629776,2.6894
203,P6,0.0,0.46680915,5.0
203,P7,0.0,0.3567136,7.3106
203,P8,8.724113,7.8589272,8.808
203,P9,0.0,0.1358167,9.5257
203,P10,0.0,0.24639116,9.8201
204,P1,0.0,0.13974527,0.0669
204,P2,0.0,-0.43456155,0.1799
204,P3,0.0,0.08877315,0.4743
204,P4,0.0,0.4269917,1.192
204,P5,1.0553601,1.7701988,2.6894
204,P6,0.0,0.053559005,5.0
204,P7,0.0,1.7311674,7.3106
204,P8,0.0,0.5626493,8.808
204,P9,0.0,0.34760773,9.5257
204,P10,9.702412,11.3738985,9.8201
205,P1,0.0,-0.3843685,0.0669
205,P2,0.0,0.1469589,0.1799
205,P3,0.0,-0.2663837,0.4743
205,P4,0.0,-0.91479796,1.192
205,P5,0.0,-2.095694,2.6894
205,P6,0.0,-1.4541303,5.0
205,P7,7.2373743,11.108757,7.3106
205,P8,0.0,-1.9499664,8.808
205,P9,0.0,0.12167943,9.5257
205,P10,0.0,-0.19499435,9.8201
206,P1,0.0,-0.78685355,0.0669
206,P2,0.06396001,1.584036,0.1799
206,P3,0.0,2.2826412,0.4743
206,P4,0.0,-0.6832218,1.192
206,P5,0.0,1.3376068,2.6894
206,P6,0.0,0.09422678,5.0
206,P7,0.0,-0.55093396,7.3106
206,P8,0.0,-1.2456248,8.808
206,P9,9.429039,8.907331,9.5257
206,P10,0.0,-1.6239463,9.8201
207,P1,0.0,0.70689416,0.0669
207,P2,0.0,-1.1618435,0.1799
207,P3,0.0,-0.36656132,0.4743
207,P4,0.0,-0.077894025,1.192
207,P5,0.0,-1.6120896,2.6894
207,P6,0.0,-0.09145001,5.0
207,P7,0.0,0.29611847,7.3106
207,P8,8.724113,8.511712,8.808
207,P9,0.0,-0.783317,9.5257
207,P10,0.0,-0.5226011,9.8201
208,P1,0.0,1.1505233,0.0669
208,P2,0.0,-0.24802163,0.1799
208,P3,0.0,-1.0600436,0.4743
208,P4,0.0,0.9311179,1.192
208,P5,0.0,1.5901068,2.6894
208,P6,0.0,0.19577517,5.0
208,P7,0.0,2.2032106,7.3106
208,P8,0.0,-0.25661573,8.808
208,P9,0.0,0.5795408,9.5257
208,P10,9.707487,9.31466,9.8201
209,P1,0.0,-1.5067816,0.0669
209,P2,0.0,-0.84351873,0.1799
209,P3,0.0,0.3130951,0.4743
209,P4,0.0,-1.2739539,1.192
209,P5,0.0,0.43469083,2.6894
209,P6,0.0,-1.2731835,5.0
209,P7,0.0,-0.12691955,7.3106
209,P8,0.0,-0.7219223,8.808
209,P9,9.429039,9.384376,9.5257
209,P10,0.0,0.3062521,9.8201
210,P1,0.0,-0.5810124,0.0669
210,P2,0.0,0.52548337,0.1799
210,P3,0.0,-0.98263216,0.4743
210,P4,0.0,0.31838733,1.192
210,P5,0.0,1.3713417,2.6894
210,P6,0.0,-0.30107158,5.0
210,P7,7.2381587,6.8490562,7.3106
210,P8,0.0,0.8001346,8.808
210,P9,0.0,0.2480698,9.5257
210,P10,0.0,-0.5137764,9.8201
211,P1,0.0,-0.7321678,0.0669
211,P2,0.0,-3.139947,0.1799
211,P3,0.0,-1.5295411,0.4743
211,P4,0.0,1.3837324,1.192
211,P5,0.0,-0.116638415,2.6894
211,P6,4.9376993,4.887817,5.0
211,P7,0.0,-0.54953694,7.3106
211,P8,0.0,-0.6780076,8.808
211,P9,0.0,0.56408936,9.5257
211,P10,0.0,-2.037206,9.8201
212,P1,0.0,-1.2477936,0.0669
212,P2,0.0,0.109194055,0.1799
212,P3,0.0,0.816018,0.4743
212,P4,0.0,0.78957486,1.192
212,P5,0.0,-0.07836008,2.6894
212,P6,1.9752,1.0723846,5.0
212,P7,0.0,-0.01570939,7.3106
212,P8,0.0,-0.19992173,8.808
212,P9,9.427265,9.8874855,9.5257
212,P10,0.0,-0.31837007,9.8201
213,P1,0.022760002,0.6498402,0.0669
213,P2,0.06396001,1.7854587,0.1799
213,P3,0.17772,0.6801628,0.4743
213,P4,0.0,-0.21403489,1.192
213,P5,0.0,-0.25103906,2.6894
213,P6,0.0,0.22300006,5.0
213,P7,7.235196,6.6735005,7.3106
213,P8,0.0,-0.6307677,8.808
213,P9,0.0,1.0169555,9.5257
213,P10,0.0,1.284502,9.8201
214,P1,0.0,1.6605184,0.0669
214,P2,0.0,-0.9696022,0.1799
214,P3,0.0,0.59148955,0.4743
214,P4,0.0,0.4522055,1.192
214,P5,0.0,-1.7693406,2.6894
214,P6,0.0,-0.16261008,5.0
214,P7,0.0,-0.9738106,7.3106
214,P8,8.724113,8.517478,8.808
214,P9,0.0,-0.17053676,9.5257
214,P10,0.0,-0.3326769,9.8201
215,P1,0.0,-0.8513702,0.0669
215,P2,0.0,0.04957658,0.1799
215,P3,0.0,-0.19776845,0.4743
215,P4,0.0,1.1892067,1.192
215,P5,0.0,0.2047416,2.6894
215,P6,0.0,0.37849492,5.0
215,P7,7.2378645,7.222098,7.3106
215,P8,0.0,0.008444363,8.808
215,P9,0.0,0.40405795,9.5257
215,P10,0.0,0.98151475,9.8201
216,P1,0.0,-0.44913682,0.0669
216,P2,0.0,0.86273336,0.1799
216,P3,0.0,-0.3573098,0.4743
216,P4,0.0,0.70612,1.192
216,P5,0.0,-0.2344245,2.6894
216,P6,0.0,-1.0566062,5.0
216,P7,0.0,0.4644114,7.3106
216,P8,8.724113,9.746712,8.808
216,P9,0.0,-0.40184566,9.5257
216,P10,0.0,0.17459306,9.8201
217,P1,0.0,0.77026355,0.0669
217,P2,0.0,-0.80337447,0.1799
217,P3,0.0,-2.4870343,0.4743
217,P4,0.0,0.11365702,1.192
217,P5,0.0,-0.4108217,2.6894
217,P6,0.0,0.9235064,5.0
217,P7,7.2381587,6.80464,7.3106
217,P8,0.0,-1.411086,8.808
217,P9,0.0,-0.6732991,9.5257
217,P10,0.0,-0.38035274,9.8201
218,P1,0.0,0.52857405,0.0669
218,P2,0.0,-0.87184715,0.1799
218,P3,0.0,0.29081926,0.4743
218,P4,0.0,-0.38095766,1.192
218,P5,1.0553601,1.7544539,2.6894
218,P6,4.9374986,6.8808813,5.0
218,P7,0.0,-0.5555666,7.3106
218,P8,0.0,0.32915747,8.808
218,P9,0.0,0.12664336,9.5257
218,P10,0.0,0.67990106,9.8201
219,P1,0.0,-0.50720257,0.0669
219,P2,0.06396001,-0.04320769,0.1799
219,P3,0.0,-0.83879477,0.4743
219,P4,0.46040002,0.033768862,1.192
219,P5,0.0,0.08257972,2.6894
219,P6,0.0,-1.0120934,5.0
219,P7,0.0,-0.9314073,7.3106
219,P8,0.0,-0.26239875,8.808
219,P9,9.430742,8.83017,9.5257
219,P10,0.0,0.12699816,9.8201
220,P1,0.0,-0.3146752,0.0669
220,P2,0.06396001,4.069409,0.1799
220,P3,0.17772,1.19141,0.4743
220,P4,0.46040002,0.3533548,1.192
220,P5,0.0,-0.72173274,2.6894
220,P6,0.0,0.13596046,5.0
220,P7,0.0,-0.86027545,7.3106
220,P8,0.0,2.6430645,8.808
220,P9,0.0,-0.788655,9.5257
220,P10,9.702412,8.818899,9.8201
221,P1,0.0,-1.1198437,0.0669
221,P2,0.0,-1.3668351,0.1799
221,P3,0.0,-0.48903996,0.4743
221,P4,0.0,0.12055165,1.192
221,P5,0.0,-0.6664669,2.6894
221,P6,4.9366074,5.620583,5.0
221,P7,0.0,-0.59750545,7.3106
221,P8,0.0,0.90816617,8.808
221,P9,0.0,0.15985009,9.5257
221,P10,0.0,1.3033167,9.8201
222,P1,0.022760002,0.35332736,0.0669
222,P2,0.0,0.79716736,0.1799
222,P3,0.3483312,1.2216793,0.4743
222,P4,0.0,0.47693422,1.192
222,P5,0.0,0.40310743,2.6894
222,P6,0.0,1.0561049,5.0
222,P7,0.0,0.34965897,7.3106
222,P8,0.0,1.4694971,8.808
222,P9,9.419381,9.636447,9.5257
222,P10,0.0,-0.43279478,9.8201
223,P1,0.0,1.3096087,0.0669
223,P2,0.0,0.2623388,0.1799
223,P3,0.0,0.52230096,0.4743
223,P4,0.0,-0.6439425,1.192
223,P5,0.0,0.07148522,2.6894
223,P6,0.0,-0.91902727,5.0
223,P7,0.0,-0.54496676,7.3106
223,P8,0.0,0.13122045,8.808
223,P9,9.430103,9.181196,9.5257
223,P10,0.0,0.5645227,9.8201
224,P1,0.0,0.6221219,0.0669
224,P2,0.0,0.56262594,0.1799
224,P3,0.0,-0.1444917,0.4743
224,P4,0.0,-0.09272837,1.192
224,P5,0.0,0.18412018,2.6894
224,P6,0.0,0.43494204,5.0
224,P7,0.0,-1.2289046,7.3106
224,P8,0.0,0.94224983,8.808
224,P9,9.430742,9.274483,9.5257
224,P10,0.0,-1.4813209,9.8201
225,P1,0.0,-1.3370985,0.0669
225,P2,0.0,1.3933866,0.1799
225,P3,0.0,-1.3467032,0.4743
225,P4,0.0,0.50567293,1.192
225,P5,0.0,0.018263122,2.6894
225,P6,0.0,1.1850616,5.0
225,P7,0.0,-0.7490385,7.3106
225,P8,0.0,0.50556767,8.808
225,P9,9.430103,9.081354,9.5257
225,P10,0.0,1.5338231,9.8201
226,P1,0.022760002,-0.7675254,0.0669
226,P2,0.06396001,0.50066274,0.1799
226,P3,0.0,-0.5087992,0.4743
226,P4,0.0,0.8364035,1.192
226,P5,0.0,0.35120133,2.6894
226,P6,3.16032,3.9865365,5.0
226,P7,0.0,-1.6969676,7.3106
226,P8,8.718163,8.689698,8.808
226,P9,0.0,-0.166512,9.5257
226,P10,0.0,0.46458417,9.8201
227,P1,0.0,-0.26997995,0.0669
227,P2,0.06396001,0.5730386,0.1799
227,P3,0.0,-1.3204006,0.4743
227,P4,0.0,-0.038320202,1.192
227,P5,0.0,0.8870625,2.6894
227,P6,0.0,-0.10756227,5.0
227,P7,0.0,0.00055979134,7.3106
227,P8,0.0,-0.3862819,8.808
227,P9,0.0,0.39704233,9.5257
227,P10,9.713456,10.470059,9.8201
228,P1,0.0,0.91035306,0.0669
228,P2,0.0,0.102779,0.1799
228,P3,0.0,-0.8999018,0.4743
228,P4,0.0,-1.2907252,1.192
228,P5,0.0,-0.12056507,2.6894
228,P6,0.0,0.99747723,5.0
228,P7,7.2378645,7.346425,7.3106
228,P8,0.0,-1.521401,8.808
228,P9,0.0,-0.48276612,9.5257
228,P10,0.0,1.3130459,9.8201
229,P1,0.0,-1.0864567,0.0669
229,P2,0.0,0.16476206,0.1799
229,P3,0.0,0.8515797,0.4743
229,P4,0.0,0.7447343,1.192
229,P5,0.0,-0.44174084,2.6894
229,P6,0.0,0.0024851686,5.0
229,P7,0.0,-0.12062952,7.3106
229,P8,8.723522,9.696507,8.808
229,P9,0.0,-0.6440515,9.5257
229,P10,0.0,-0.7837796,9.8201
230,P1,0.0,-0.14147228,0.0669
230,P2,0.0,-0.23517251,0.1799
230,P3,0.0,0.2226341,0.4743
230,P4,0.0,1.1118498,1.192
230,P5,1.0553601,3.1578186,2.6894
230,P6,0.0,1.2679247,5.0
230,P7,7.2373743,7.9368944,7.3106
230,P8,0.0,0.30734688,8.808
230,P9,0.0,-0.04814394,9.5257
230,P10,0.0,-1.7671735,9.8201
231,P1,0.0,0.22956526,0.0669
231,P2,0.0,0.2965405,0.1799
231,P3,0.0,-0.7036888,0.4743
231,P4,0.0,0.078111626,1.192
231,P5,0.0,1.0749143,2.6894
231,P6,0.0,0.13032867,5.0
231,P7,0.0,-0.054526653,7.3106
231,P8,0.0,-0.6647858,8.808
231,P9,9.430742,9.759617,9.5257
231,P10,0.0,2.0933743,9.8201
232,P1,0.022760002,0.15522793,0.0669
232,P2,0.06396001,0.22876164,0.1799
232,P3,0.0,-0.70370317,0.4743
232,P4,0.46040002,1.6426896,1.192
232,P5,0.0,0.3003821,2.6894
232,P6,0.0,-0.23280087,5.0
232,P7,2.8954399,2.09526,7.3106
232,P8,8.713604,10.231824,8.808
232,P9,0.0,-1.4031956,9.5257
232,P10,0.0,-2.452547,9.8201
233,P1,0.0,0.035481174,0.0669
233,P2,0.0,-1.0887443,0.1799
233,P3,0.0,-0.9362641,0.4743
233,P4,0.0,-0.5876775,1.192
233,P5,0.0,0.43580857,2.6894
233,P6,0.0,1.1738822,5.0
233,P7,0.0,0.6214755,7.3106
233,P8,8.722538,7.753737,8.808
233,P9,0.0,-0.065222785,9.5257
233,P10,0.0,-0.23938085,9.8201
234,P1,0.0,0.33226305,0.0669
234,P2,0.0,0.06419214,0.1799
234,P3,0.0,-0.09579734,0.4743
234,P4,0.0,0.68581015,1.192
234,P5,0.0,-0.6876806,2.6894
234,P6,1.9752,1.1670921,5.0
234,P7,0.0,0.48683938,7.3106
234,P8,8.722538,9.40649,8.808
234,P9,0.0,-0.5045986,9.5257
234,P10,0.0,-0.005036994,9.8201
235,P1,0.0,0.12113221,0.0669
235,P2,0.0,0.65555227,0.1799
235,P3,0.0,-0.05977491,0.4743
235,P4,0.0,0.61149514,1.192
235,P5,0.0,0.54546666,2.6894
235,P6,0.0,-0.27103063,5.0
235,P7,0.0,-0.58028585,7.3106
235,P8,8.724468,9.003983,8.808
235,P9,0.0,0.68851227,9.5257
235,P10,0.0,0.031177105,9.8201
236,P1,0.022760002,0.13007414,0.0669
236,P2,0.0,1.5465425,0.1799
236,P3,0.0,-0.9147117,0.4743
236,P4,0.0,-0.26123697,1.192
236,P5,0.0,-1.3266991,2.6894
236,P6,0.0,-0.9075334,5.0
236,P7,0.0,-1.0902393,7.3106
236,P8,0.0,-0.5995114,8.808
236,P9,9.430742,9.251869,9.5257
236,P10,0.0,-0.9940042,9.8201
237,P1,0.0,-0.35712823,0.0669
237,P2,0.0,-0.35290283,0.1799
237,P3,0.0,-0.24255377,0.4743
237,P4,0.0,3.0154154,1.192
237,P5,0.0,-2.1636164,2.6894
237,P6,0.0,0.38465104,5.0
237,P7,0.0,0.9220419,7.3106
237,P8,0.0,-0.2702903,8.808
237,P9,0.0,-0.64713824,9.5257
237,P10,9.713456,12.419644,9.8201
238,P1,0.0,-1.3958608,0.0669
238,P2,0.0,1.3768637,0.1799
238,P3,0.17772,1.3986133,0.4743
238,P4,0.0,-0.4831206,1.192
238,P5,2.6379535,3.0908213,2.6894
238,P6,0.0,-1.5930688,5.0
238,P7,0.0,-0.6222198,7.3106
238,P8,0.0,-1.7444854,8.808
238,P9,0.0,-1.6040299,9.5257
238,P10,0.0,-0.69631284,9.8201
239,P1,0.022760002,-0.050546452,0.0669
239,P2,0.0,0.695262,0.1799
239,P3,0.3483312,1.291184,0.4743
239,P4,0.0,-2.0194724,1.192
239,P5,0.0,2.8202872,2.6894
239,P6,0.0,-1.4042543,5.0
239,P7,0.0,-0.42344993,7.3106
239,P8,8.720898,7.8181047,8.808
239,P9,0.0,-0.24075203,9.5257
239,P10,0.0,-0.8151361,9.8201
240,P1,0.0,1.677104,0.0669
240,P2,0.0,-0.010646141,0.1799
240,P3,0.0,-1.4837575,0.4743
240,P4,0.0,0.13737327,1.192
240,P5,0.0,-0.5767757,2.6894
240,P6,0.0,1.1781512,5.0
240,P7,0.0,1.4624716,7.3106
240,P8,8.724681,8.090809,8.808
240,P9,0.0,0.93575627,9.5257
240,P10,0.0,-0.09553279,9.8201
241,P1,0.0,0.041167274,0.0669
241,P2,0.0,-1.1904666,0.1799
241,P3,0.0,0.53168815,0.4743
241,P4,0.0,0.70209116,1.192
241,P5,0.0,-1.0503843,2.6894
241,P6,4.9374986,4.5017185,5.0
241,P7,0.0,-0.24756649,7.3106
241,P8,0.0,-0.02465234,8.808
241,P9,6.036288,4.8717527,9.5257
241,P10,0.0,1.0613046,9.8201
242,P1,0.0,-0.33758056,0.0669
242,P2,0.0,-0.79269254,0.1799
242,P3,0.0,0.023883844,0.4743
242,P4,0.0,-0.2859204,1.192
242,P5,0.0,0.31672946,2.6894
242,P6,0.0,-0.43712103,5.0
242,P7,7.2373743,6.73742,7.3106
242,P8,0.0,0.02845937,8.808
242,P9,0.0,1.1061094,9.5257
242,P10,0.0,-0.94655985,9.8201
243,P1,0.0,-0.9704978,0.0669
243,P2,0.06396001,-2.5727632,0.1799
243,P3,0.0,0.35697386,0.4743
243,P4,0.0,0.26910064,1.192
243,P5,0.0,0.23313436,2.6894
243,P6,0.0,-1.1651942,5.0
243,P7,0.0,0.4183331,7.3106
243,P8,0.0,0.85349053,8.808
243,P9,9.429039,9.858904,9.5257
243,P10,0.0,-0.62851906,9.8201
244,P1,0.0,-0.50870365,0.0669
244,P2,0.0,0.682022,0.1799
244,P3,0.17772,-0.13591988,0.4743
244,P4,0.0,-0.64374167,1.192
244,P5,0.0,-0.5720479,2.6894
244,P6,0.0,0.73786163,5.0
244,P7,0.0,0.33818582,7.3106
244,P8,0.0,0.20444445,8.808
244,P9,0.0,1.3031188,9.5257
244,P10,9.713456,9.865011,9.8201
245,P1,0.0,-0.061266914,0.0669
245,P2,0.06396001,-0.66328734,0.1799
245,P3,0.0,0.47569528,0.4743
245,P4,0.0,0.38648826,1.192
245,P5,0.0,-0.16957325,2.6894
245,P6,4.9366074,3.2114437,5.0
245,P7,0.0,1.9195743,7.3106
245,P8,0.0,-0.009447246,8.808
245,P9,0.0,0.26598436,9.5257
245,P10,0.0,0.18872547,9.8201
246,P1,0.0,0.79122925,0.0669
246,P2,0.0,2.144642,0.1799
246,P3,0.17772,0.14364383,0.4743
246,P4,0.0,-0.22620486,1.192
246,P5,0.0,0.1950147,2.6894
246,P6,0.0,-0.6732437,5.0
246,P7,0.0,-0.28200468,7.3106
246,P8,0.0,-0.7914327,8.808
246,P9,0.0,-0.29353902,9.5257
246,P10,9.710532,9.919853,9.8201
247,P1,0.0,0.88505477,0.0669
247,P2,0.0,-0.058021963,0.1799
247,P3,0.0,-1.4648895,0.4743
247,P4,0.0,-1.691974,1.192
247,P5,0.0,0.7633832,2.6894
247,P6,0.0,0.7299481,5.0
247,P7,0.0,-0.44601673,7.3106
247,P8,8.724681,9.835813,8.808
247,P9,0.0,0.2958056,9.5257
247,P10,0.0,0.25265476,9.8201
248,P1,0.0,-0.81313604,0.0669
248,P2,0.0,-0.74561584,0.1799
248,P3,0.0,1.1741946,0.4743
248,P4,0.0,2.8824399,1.192
248,P5,0.0,-1.2931173,2.6894
248,P6,0.0,1.6469601,5.0
248,P7,0.0,-0.49828145,7.3106
248,P8,8.724468,7.603587,8.808
248,P9,0.0,-0.8646991,9.5257
248,P10,0.0,1.477602,9.8201
249,P1,0.0,0.98010087,0.0669
249,P2,0.0,0.46061534,0.1799
249,P3,0.17772,-0.31669992,0.4743
249,P4,0.0,-0.6198247,1.192
249,P5,0.0,-0.8336352,2.6894
249,P6,4.9376993,6.061878,5.0
249,P7,0.0,1.2440479,7.3106
249,P8,0.0,0.3118154,8.808
249,P9,0.0,-0.9329517,9.5257
249,P10,0.0,-0.72970504,9.8201
250,P1,0.0,-0.6211808,0.0669
250,P2,0.0,0.309453,0.1799
250,P3,0.0,-0.24652493,0.4743
250,P4,0.0,0.84366786,1.192
250,P5,0.0,-0.39593086,2.6894
250,P6,0.0,0.3490845,5.0
250,P7,0.0,-1.0190742,7.3106
250,P8,0.0,-0.5531093,8.808
250,P9,9.430103,8.3396015,9.5257
250,P10,0.0,-0.0073609413,9.8201
251,P1,0.0,0.62724596,0.0669
251,P2,0.0,-0.15561792,0.1799
251,P3,0.0,-0.47840342,0.4743
251,P4,0.0,0.12505083,1.192
251,P5,1.0553601,2.3993616,2.6894
251,P6,0.0,0.68521893,5.0
251,P7,0.0,1.6020722,7.3106
251,P8,0.0,0.9627657,8.808
251,P9,9.430742,8.130784,9.5257
251,P10,0.0,1.2265985,9.8201
252,P1,0.0,-0.7284839,0.0669
252,P2,0.0,-0.4642869,0.1799
252,P3,0.0,0.0265212,0.4743
252,P4,0.0,0.1863942,1.192
252,P5,0.0,-0.62843716,2.6894
252,P6,0.0,-0.7480507,5.0
252,P7,7.2378645,3.261392,7.3106
252,P8,0.0,-0.26109684,8.808
252,P9,0.0,0.04711707,9.5257
252,P10,0.0,-0.6296669,9.8201
253,P1,0.0,-2.0550075,0.0669
253,P2,0.0,-1.4619992,0.1799
253,P3,0.0,-0.875155,0.4743
253,P4,0.0,-0.09514627,1.192
253,P5,0.0,1.0747787,2.6894
253,P6,0.0,2.6785097,5.0
253,P7,0.0,0.7520979,7.3106
253,P8,0.0,-0.31552196,8.808
253,P9,0.0,-0.31497508,9.5257
253,P10,9.713456,8.736341,9.8201
254,P1,0.0,0.244529,0.0669
254,P2,0.0,0.35404378,0.1799
254,P3,0.0,-1.248693,0.4743
254,P4,0.0,-0.10083681,1.192
254,P5,2.5940852,3.7348254,2.6894
254,P6,0.0,-0.769366,5.0
254,P7,0.0,-0.0987534,7.3106
254,P8,0.0,-0.82373637,8.808
254,P9,0.0,-0.027534284,9.5257
254,P10,9.679854,9.45951,9.8201
255,P1,0.0,-1.1072813,0.0669
255,P2,0.0,0.028878117,0.1799
255,P3,0.0,-0.9214154,0.4743
255,P4,0.0,-0.57862186,1.192
255,P5,0.0,0.24819575,2.6894
255,P6,0.0,-0.50219303,5.0
255,P7,0.0,1.7140696,7.3106
255,P8,8.723522,6.50375,8.808
255,P9,0.0,-0.13715354,9.5257
255,P10,0.0,0.58669746,9.8201
256,P1,0.0,0.4409293,0.0669
256,P2,0.0,0.5351371,0.1799
256,P3,0.0,-1.1898776,0.4743
256,P4,0.0,1.1990142,1.192
256,P5,0.0,0.18880793,2.6894
256,P6,0.0,0.5950423,5.0
256,P7,0.0,0.4021476,7.3106
256,P8,8.723522,9.51333,8.808
256,P9,0.0,-2.3084621,9.5257
256,P10,0.0,0.029132627,9.8201
257,P1,0.0,0.6716786,0.0669
257,P2,0.0,-0.12595357,0.1799
257,P3,0.0,-1.1103559,0.4743
257,P4,0.90238404,0.51585793,1.192
257,P5,0.0,-0.88978595,2.6894
257,P6,4.9371643,5.91935,5.0
257,P7,0.0,-0.9061938,7.3106
257,P8,0.0,0.122135445,8.808
257,P9,0.0,-0.42604274,9.5257
257,P10,0.0,-0.9948691,9.8201
258,P1,0.022760002,-0.28724876,0.0669
258,P2,0.0,0.79587495,0.1799
258,P3,0.0,-0.032991458,0.4743
258,P4,0.0,0.6169935,1.192
258,P5,0.0,0.43418434,2.6894
258,P6,0.0,-0.084874466,5.0
258,P7,7.2373743,6.61641,7.3106
258,P8,0.0,-2.191368,8.808
258,P9,0.0,-1.6497676,9.5257
258,P10,0.0,-1.2253594,9.8201
259,P1,0.0,0.34764805,0.0669
259,P2,0.0,-0.7927084,0.1799
259,P3,0.0,-0.6187064,0.4743
259,P4,0.0,-0.48123515,1.192
259,P5,0.0,0.04569466,2.6894
259,P6,1.9752,1.4188805,5.0
259,P7,7.2373743,7.720949,7.3106
