trial,production,firing_time
7,P8,3.722
8,P8,4.239
9,P8,5.338
10,P8,6.113
11,P8,6.995
12,P8,7.404
13,P8,7.846
14,P8,8.354
15,P8,8.944
16,P8,9.438
17,P8,9.875
1,P8,0.133
2,P8,0.585
3,P8,1.217
4,P8,2.27
5,P8,2.954
6,P8,3.577
7,P8,4.046
8,P8,4.62
9,P8,5.388
10,P8,6.096
11,P8,6.57
12,P8,7.156
13,P8,7.794
14,P8,8.221
15,P8,8.88
16,P8,9.375
17,P8,9.855
1,P4,0.091
2,P4,0.546
3,P4,0.989
4,P6,1.441
5,P6,2.133
6,P6,2.74
7,P6,3.272
8,P6,3.8
9,P6,4.413
10,P6,4.843
11,P6,5.303
12,P6,5.981
13,P6,6.412
14,P6,6.877
15,P6,7.378
16,P6,7.861
17,P6,8.276
18,P6,8.688
19,P6,9.357
20,P6,9.733
1,P1,0.06
2,P7,0.433
3,P7,0.794
4,P7,1.387
5,P7,2.257
6,P7,2.691
7,P7,3.338
8,P7,3.81
9,P7,4.512
10,P7,5.128
11,P7,5.613
12,P7,6.155
13,P7,6.676
14,P7,7.205
15,P7,7.781
16,P7,8.454
17,P7,8.983
18,P7,9.465
1,P6,0.112
2,P7,0.524
3,P7,1.207
4,P7,1.682
5,P7,2.348
6,P7,2.71
7,P7,3.145
8,P7,3.68
9,P7,4.309
10,P7,4.694
11,P7,5.034
12,P7,5.585
13,P7,6.018
14,P7,6.567
15,P7,7.499
16,P7,7.957
17,P7,8.373
18,P7,8.782
1,P10,0.155
2,P10,0.794
3,P10,1.513
4,P10,2.164
5,P10,2.732
6,P10,3.505
7,P10,4.295
8,P10,4.747
9,P10,5.37
10,P10,5.949
11,P10,6.532
12,P10,6.974
13,P10,7.402
14,P10,7.898
15,P10,8.462
16,P10,9.003
17,P10,9.873
1,P9,0.144
2,P9,0.705
3,P9,1.366
4,P9,1.917
5,P9,2.786
6,P9,3.473
7,P9,4.021
8,P9,4.862
9,P9,5.539
10,P9,6.092
11,P9,6.735
12,P9,7.149
13,P9,8.171
14,P9,8.683
15,P9,9.088
16,P9,9.685
1,P1,0.06
2,P8,0.56
3,P8,1.155
4,P8,1.617
5,P8,2.261
6,P8,2.912
7,P8,3.475
8,P8,4.02
9,P8,4.882
10,P8,5.504
11,P8,6.032
12,P8,6.489
13,P8,6.984
14,P8,7.389
15,P8,7.811
16,P8,8.504
17,P8,9.135
18,P8,9.653
1,P3,0.08
2,P10,0.501
3,P10,1.234
4,P10,1.802
5,P10,2.533
6,P10,3.026
7,P10,3.498
8,P10,4.19
9,P10,5.021
10,P10,5.649
11,P10,6.253
12,P10,6.943
13,P10,7.591
14,P10,8.332
15,P10,8.971
16,P10,9.697
1,P10,0.155
2,P10,0.9
3,P10,1.571
4,P10,2.426
5,P10,3.107
6,P10,3.881
7,P10,4.273
8,P10,4.928
9,P10,5.513
10,P10,6.287
11,P10,6.962
12,P10,7.647
13,P10,8.052
14,P10,8.754
15,P10,9.307
16,P10,9.88
1,P9,0.144
2,P9,0.62
3,P9,1.018
4,P9,1.559
5,P9,1.929
6,P9,2.531
7,P9,3.054
8,P9,3.474
9,P9,4.067
10,P9,4.944
11,P9,5.577
12,P9,6.065
13,P9,6.452
14,P9,6.931
15,P9,7.668
16,P9,8.183
17,P9,8.71
18,P9,9.616
1,P4,0.091
2,P3,0.523
3,P4,1.169
4,P4,1.528
5,P8,1.946
6,P8,2.404
7,P8,2.82
8,P8,3.242
9,P8,3.866
10,P8,4.394
11,P8,5.021
12,P8,5.4
13,P8,6.683
14,P8,7.241
15,P8,7.786
16,P8,8.318
17,P8,8.847
18,P8,9.496
1,P3,0.08
2,P2,0.472
3,P8,0.942
4,P8,1.586
5,P8,2.169
6,P8,2.753
7,P8,3.536
8,P8,4.101
9,P8,4.649
10,P8,5.422
11,P8,5.949
12,P8,6.636
13,P8,7.097
14,P8,7.548
15,P8,8.04
16,P8,8.871
17,P8,9.375
1,P7,0.122
2,P7,0.699
3,P7,1.54
4,P7,2.395
5,P7,2.974
6,P7,3.726
7,P7,4.493
8,P7,5.005
9,P7,5.62
10,P7,6.163
11,P7,6.677
12,P7,7.284
13,P7,7.706
14,P7,8.503
15,P7,8.908
16,P7,9.43
17,P7,9.993
1,P8,0.133
2,P8,0.554
3,P8,1.205
4,P8,1.795
5,P8,2.14
6,P8,2.658
7,P8,3.108
8,P8,3.713
9,P8,4.366
10,P8,4.899
11,P8,5.537
12,P8,5.978
13,P8,6.684
14,P8,7.209
15,P8,8.115
16,P8,8.678
17,P8,9.208
18,P8,9.609
1,P7,0.122
2,P7,0.667
3,P7,1.239
4,P7,1.93
5,P7,2.568
6,P7,3.302
7,P7,4.511
8,P7,5.166
9,P7,5.6
10,P7,6.067
11,P7,6.628
12,P7,7.187
13,P7,7.634
14,P7,8.266
15,P7,8.847
16,P7,9.267
17,P7,9.651
1,P1,0.06
2,P9,0.796
3,P9,1.422
4,P9,1.831
5,P9,2.542
6,P9,2.951
7,P9,3.589
8,P9,4.403
9,P9,4.985
10,P9,5.868
11,P9,6.417
12,P9,6.837
13,P9,7.527
14,P9,8.074
15,P9,8.562
16,P9,8.994
17,P9,9.751
1,P8,0.133
2,P8,0.701
3,P8,1.092
4,P8,1.671
5,P8,2.071
6,P8,2.671
7,P8,3.089
8,P8,3.516
9,P8,4.307
10,P8,4.889
11,P8,5.561
12,P8,6.017
13,P8,6.489
14,P8,7.268
15,P8,7.846
16,P8,8.246
17,P8,8.803
18,P8,9.259
19,P8,9.824
1,P6,0.112
2,P6,0.781
3,P6,1.25
4,P6,1.932
5,P6,2.323
6,P6,2.902
7,P6,3.351
8,P6,3.762
9,P6,4.456
10,P6,4.875
11,P6,5.407
12,P6,5.811
13,P6,6.589
14,P6,7.082
15,P6,7.525
16,P6,8.308
17,P6,8.734
18,P6,9.138
19,P6,9.518
20,P6,9.83
1,P10,0.155
2,P10,1.14
3,P10,1.69
4,P10,2.21
5,P10,2.937
6,P10,3.575
7,P10,4.281
8,P10,5.002
9,P10,5.602
10,P10,6.329
11,P10,6.94
12,P10,7.628
13,P10,8.195
14,P10,8.749
15,P10,9.27
16,P10,9.814
1,P6,0.112
2,P6,0.606
3,P6,1.366
4,P6,2.151
5,P6,2.703
6,P6,3.382
7,P6,4.087
8,P6,4.563
9,P6,5.256
10,P6,5.618
11,P6,6.173
12,P6,7.118
13,P6,7.466
14,P6,7.881
15,P6,8.519
16,P6,8.916
17,P6,9.422
18,P6,9.818
1,P1,0.06
2,P4,0.561
3,P9,1.204
4,P9,1.929
5,P9,2.535
6,P9,3.043
7,P9,3.67
8,P9,4.408
9,P9,5.658
10,P9,6.236
11,P9,6.8
12,P9,7.26
13,P9,7.742
14,P9,8.267
15,P9,8.714
16,P9,9.409
17,P9,9.881
1,P5,0.101
2,P8,0.671
3,P8,1.336
4,P8,1.97
5,P8,2.566
6,P8,3.253
7,P8,3.981
8,P8,4.763
9,P8,5.406
10,P8,6.121
11,P8,6.702
12,P8,7.288
13,P8,7.709
14,P8,8.323
15,P8,8.836
16,P8,9.765
1,P4,0.091
2,P7,0.46
3,P7,0.939
4,P7,1.337
5,P7,1.894
6,P7,2.327
7,P7,2.745
8,P7,3.443
9,P7,3.951
10,P7,4.499
11,P7,5.129
12,P7,5.713
13,P7,6.694
14,P7,7.205
15,P7,7.742
16,P7,8.986
17,P7,9.435
18,P7,9.932
1,P10,0.155
2,P10,0.808
3,P10,1.568
4,P10,2.198
5,P10,3.03
6,P10,3.652
7,P10,4.374
8,P10,4.821
9,P10,5.313
10,P10,5.906
11,P10,6.555
12,P10,7.038
13,P10,7.509
14,P10,8.064
15,P10,8.663
16,P10,9.107
17,P10,9.735
1,P4,0.091
2,P4,0.567
3,P6,1.074
4,P6,1.713
5,P6,2.054
6,P6,2.75
7,P6,3.279
8,P6,4.094
9,P6,4.589
10,P6,5.02
11,P6,5.447
12,P6,5.851
13,P6,6.503
14,P6,6.839
15,P6,7.458
16,P6,7.887
17,P6,8.616
18,P6,9.131
19,P6,9.734
1,P2,0.07
2,P5,0.573
3,P5,1.042
4,P5,1.667
5,P5,2.5
6,P5,3.056
7,P5,3.658
8,P5,4.076
9,P5,4.713
10,P5,5.306
11,P5,5.745
12,P5,6.338
13,P5,6.828
14,P5,7.296
15,P5,8.136
16,P5,8.683
17,P5,9.136
18,P5,9.693
1,P6,0.112
2,P6,0.908
3,P6,1.399
4,P6,2.313
5,P6,3.018
6,P6,3.894
7,P6,4.385
8,P6,5.045
9,P6,5.403
10,P6,6.133
11,P6,6.971
12,P6,7.527
13,P6,8.16
14,P6,9.348
15,P6,9.94
1,P8,0.133
2,P8,0.909
3,P8,1.753
4,P8,2.356
5,P8,2.885
6,P8,3.345
7,P8,4.046
8,P8,4.572
9,P8,4.967
10,P8,6.25
11,P8,6.821
12,P8,7.29
13,P8,7.858
14,P8,8.471
15,P8,9.237
16,P8,9.759
1,P5,0.101
2,P5,0.597
3,P5,1.848
4,P5,2.657
5,P5,3.581
6,P5,4.12
7,P5,5.221
8,P9,5.804
9,P5,6.414
10,P5,6.97
11,P9,8.006
12,P9,8.49
13,P9,8.918
14,P9,9.372
15,P9,9.967
1,P6,0.112
2,P6,0.759
3,P6,1.103
4,P6,1.52
5,P6,2.297
6,P6,3.419
7,P6,4.157
8,P6,4.695
9,P6,5.23
10,P6,5.643
11,P6,6.247
12,P6,6.67
13,P6,7.462
14,P6,8.027
15,P6,8.637
16,P6,9.183
17,P6,9.917
1,P1,0.06
2,P9,0.689
3,P9,1.512
4,P9,2.084
5,P9,2.491
6,P9,3.189
7,P9,3.723
8,P9,4.282
9,P9,4.807
10,P9,5.166
11,P9,5.627
12,P9,6.042
13,P9,6.682
14,P9,7.164
15,P9,7.684
16,P9,8.139
17,P9,8.615
18,P9,9.095
19,P9,9.739
1,P5,0.101
2,P8,0.427
3,P8,0.981
4,P8,1.635
5,P8,2.381
6,P8,2.876
7,P8,3.403
8,P8,3.782
9,P8,4.381
10,P8,4.9
11,P8,5.372
12,P8,6.172
13,P8,7.005
14,P8,7.41
15,P8,7.988
16,P8,8.445
17,P8,9.073
18,P8,9.577
1,P6,0.112
2,P6,0.617
3,P6,1.321
4,P6,2.097
5,P6,2.674
6,P6,3.151
7,P6,3.858
8,P6,4.333
9,P6,4.883
10,P6,5.455
11,P6,6.513
12,P6,6.966
13,P6,7.471
14,P6,7.996
15,P6,8.715
16,P6,9.149
17,P6,9.764
1,P3,0.08
2,P3,0.408
3,P10,1.075
4,P10,1.503
5,P10,2.052
6,P10,2.958
7,P10,3.528
8,P10,4.341
9,P10,5.084
10,P10,5.74
11,P10,6.382
12,P10,7.079
13,P10,8.236
14,P10,8.691
15,P10,9.084
16,P10,9.483
1,P2,0.07
2,P5,0.49
3,P5,1.107
4,P5,1.614
5,P5,2.188
6,P5,3.044
7,P5,3.73
8,P5,4.318
9,P5,4.903
10,P5,5.356
11,P5,5.832
12,P5,6.383
13,P5,7.007
14,P5,7.697
15,P5,8.117
16,P5,8.522
17,P5,8.915
18,P5,9.337
19,P5,9.85
1,P1,0.06
2,P10,0.468
3,P10,1.05
4,P10,1.732
5,P10,2.228
6,P10,2.892
7,P10,3.558
8,P10,4.177
9,P10,4.783
10,P10,5.313
11,P10,5.886
12,P10,6.447
13,P10,7.043
14,P10,7.565
15,P10,8.024
16,P10,8.666
17,P10,9.322
1,P7,0.122
2,P7,0.673
3,P7,1.102
4,P7,1.795
5,P7,2.348
6,P7,2.83
7,P7,3.463
8,P7,3.795
9,P7,4.3
10,P7,4.737
11,P7,5.968
12,P7,6.432
13,P7,7.158
14,P7,7.608
15,P7,8.18
16,P7,8.688
17,P7,9.282
18,P7,9.697
1,P4,0.091
2,P4,0.497
3,P1,1.016
4,P10,1.607
5,P10,2.025
6,P10,2.652
7,P10,3.128
8,P10,3.675
9,P10,4.127
10,P10,4.718
11,P10,5.442
12,P10,6.131
13,P10,6.695
14,P10,7.388
15,P10,7.87
16,P10,8.259
17,P10,8.712
18,P10,9.203
19,P10,9.74
1,P2,0.07
2,P5,0.423
3,P5,1.055
4,P7,1.513
5,P7,1.968
6,P7,2.305
7,P7,2.997
8,P7,3.678
9,P7,4.454
10,P7,5.093
11,P7,5.528
12,P7,6.028
13,P7,6.48
14,P7,6.931
15,P7,7.359
16,P7,7.782
17,P7,8.231
18,P7,8.647
19,P7,9.119
20,P7,9.512
21,P7,9.932
1,P3,0.08
2,P10,0.663
3,P10,1.21
4,P10,2.04
5,P10,2.661
6,P10,3.42
7,P10,3.897
8,P10,4.83
9,P10,5.401
10,P10,6.013
11,P10,6.722
12,P10,7.283
13,P10,7.725
14,P10,8.562
15,P10,9.102
16,P10,9.506
1,P3,0.08
2,P1,0.464
3,P8,0.982
4,P8,1.89
5,P8,3.078
6,P8,3.927
7,P8,4.609
8,P8,5.359
9,P8,5.848
10,P8,6.439
11,P8,7.131
12,P8,7.796
13,P8,8.289
14,P8,8.722
15,P8,9.231
16,P8,9.988
1,P7,0.122
2,P7,0.633
3,P7,1.103
4,P7,1.635
5,P7,2.215
6,P7,2.62
7,P7,3.141
8,P7,3.486
9,P7,3.84
10,P7,4.289
11,P7,4.829
12,P7,5.436
13,P7,5.893
14,P7,6.416
15,P7,6.856
16,P7,7.348
17,P7,7.893
18,P7,8.201
19,P7,8.766
20,P7,9.358
21,P7,9.769
1,P6,0.112
2,P6,0.597
3,P6,1.036
4,P6,1.649
5,P6,2.1
6,P6,2.691
7,P6,3.25
8,P6,3.681
9,P6,4.119
10,P6,4.905
11,P6,5.25
12,P6,5.84
13,P6,6.495
14,P6,6.966
15,P6,7.663
16,P6,8.009
17,P6,8.372
18,P6,8.965
19,P6,9.501
20,P6,9.863
1,P7,0.122
2,P7,0.633
3,P7,1.63
4,P7,2.039
5,P7,2.456
6,P7,3.154
7,P7,3.754
8,P7,4.595
9,P7,5.24
10,P7,5.832
11,P7,6.564
12,P7,6.991
13,P7,7.473
14,P7,8.075
15,P7,8.523
16,P7,9.001
17,P7,9.342
18,P7,9.964
1,P4,0.091
2,P8,0.7
3,P3,1.26
4,P8,1.874
5,P8,2.597
6,P8,3.306
7,P8,3.886
8,P8,4.471
9,P8,4.927
10,P8,5.37
11,P8,6.195
12,P8,6.936
13,P8,7.611
14,P8,8.128
15,P8,9.037
16,P8,9.587
17,P8,9.99
1,P4,0.091
2,P5,0.57
3,P5,1.318
4,P5,2.15
5,P5,3.163
6,P3,3.913
7,P5,4.493
8,P5,4.942
9,P5,5.926
10,P5,6.654
11,P5,7.275
12,P5,8.128
13,P5,8.625
14,P5,9.142
15,P5,9.613
1,P10,0.155
2,P10,0.853
3,P10,1.396
4,P10,1.811
5,P10,2.627
6,P10,3.376
7,P10,4.121
8,P10,4.825
9,P10,5.559
10,P10,6.265
11,P10,6.846
12,P10,7.359
13,P10,7.889
14,P10,8.534
15,P10,9.128
16,P10,9.517
17,P10,9.968
1,P9,0.144
2,P9,0.668
3,P9,1.028
4,P9,1.519
5,P9,2.315
6,P9,3.041
7,P9,3.561
8,P9,4.152
9,P9,4.762
10,P9,5.947
11,P9,6.37
12,P9,7.115
13,P9,7.751
14,P9,8.289
15,P9,8.865
16,P9,9.362
17,P9,9.795
1,P4,0.091
2,P10,0.816
3,P10,1.446
4,P10,1.931
5,P10,2.716
6,P10,3.209
7,P10,3.86
8,P10,4.662
9,P10,5.401
10,P10,6.304
11,P10,6.834
12,P10,7.458
13,P10,8.058
14,P10,8.557
15,P10,9.039
16,P10,9.582
1,P1,0.06
2,P4,0.511
3,P6,1.119
4,P6,1.641
5,P6,2.809
6,P6,3.315
7,P6,3.753
8,P6,4.27
9,P6,4.706
10,P6,5.222
11,P6,5.647
12,P6,6.158
13,P6,6.898
14,P6,7.272
15,P6,7.685
16,P6,8.209
17,P6,8.7
18,P6,9.121
19,P6,9.558
1,P2,0.07
2,P7,0.463
3,P7,0.986
4,P7,1.606
5,P7,2.154
6,P7,2.595
7,P7,3.157
8,P7,3.716
9,P7,4.26
10,P7,4.582
11,P7,5.224
12,P7,5.832
13,P7,6.265
14,P7,6.746
15,P7,7.226
16,P7,7.731
17,P7,8.237
18,P7,8.656
19,P7,9.022
20,P7,9.442
1,P5,0.101
2,P5,0.443
3,P5,1.067
4,P5,1.362
5,P5,1.827
6,P5,2.463
7,P5,3.082
8,P5,3.471
9,P5,3.964
10,P5,4.502
11,P5,5.05
12,P5,5.547
13,P5,6.02
14,P10,6.443
15,P5,7.06
16,P10,7.535
17,P10,8.104
18,P10,8.719
19,P10,9.133
20,P10,9.726
1,P6,0.112
2,P6,0.84
3,P6,1.376
4,P6,2.326
5,P6,2.82
6,P6,3.293
7,P6,3.855
8,P6,4.645
9,P6,4.996
10,P6,5.781
11,P6,6.332
12,P6,6.858
13,P6,7.313
14,P6,7.787
15,P6,8.293
16,P6,8.599
17,P6,8.995
18,P6,9.475
19,P6,9.851
1,P4,0.091
2,P4,0.659
3,P4,1.199
4,P4,1.827
5,P9,2.447
6,P9,3.23
7,P9,3.951
8,P9,4.561
9,P9,5.448
10,P9,6.087
11,P9,6.607
12,P9,7.148
13,P9,7.66
14,P9,8.501
15,P9,9.178
16,P9,9.719
1,P8,0.133
2,P8,0.776
3,P8,1.628
4,P8,2.521
5,P8,3.323
6,P8,4.144
7,P8,4.953
8,P8,5.46
9,P8,6.095
10,P8,7.079
11,P8,7.736
12,P8,8.104
13,P8,8.453
14,P8,8.915
1,P5,0.101
2,P2,0.514
3,P5,0.926
4,P5,1.427
5,P5,2.069
6,P1,2.935
7,P5,3.423
8,P5,3.975
9,P5,4.292
10,P3,4.832
11,P5,5.338
12,P5,5.814
13,P5,6.234
14,P6,6.711
15,P5,7.31
16,P6,7.887
17,P5,9.043
18,P6,9.382
19,P6,9.851
1,P5,0.101
2,P10,0.573
3,P10,1.087
4,P10,1.754
5,P10,2.403
6,P10,3.277
7,P10,3.959
8,P10,4.447
9,P10,5.009
10,P10,5.634
11,P10,6.473
12,P10,6.979
13,P10,7.442
14,P10,7.961
15,P10,8.57
16,P10,9.259
17,P10,9.694
1,P1,0.06
2,P8,0.767
3,P8,1.559
4,P8,2.503
5,P8,2.969
6,P8,3.609
7,P8,4.045
8,P8,4.484
9,P8,5.283
10,P8,5.654
11,P8,6.201
12,P8,6.683
13,P8,7.116
14,P8,7.682
15,P8,8.138
16,P8,8.638
17,P8,9.031
18,P8,9.557
1,P6,0.112
2,P6,0.736
3,P6,1.282
4,P6,1.949
5,P6,2.439
6,P6,3.028
7,P6,3.68
8,P6,4.942
9,P6,5.552
10,P6,6.04
11,P6,6.515
12,P6,7.099
13,P6,7.603
14,P6,8.394
15,P6,9.004
16,P6,9.435
17,P6,9.868
1,P9,0.144
2,P9,0.661
3,P9,1.439
4,P9,1.829
5,P9,2.547
6,P9,3.077
7,P9,4.223
8,P9,4.974
9,P9,5.635
10,P9,6.419
11,P9,7.064
12,P9,7.517
13,P9,8.019
14,P9,8.458
15,P9,9.076
16,P9,9.704
1,P8,0.133
2,P8,0.571
3,P8,1.367
4,P8,1.996
5,P8,2.373
6,P8,2.764
7,P8,3.462
8,P8,4.041
9,P8,4.583
10,P8,4.998
11,P8,5.808
12,P8,6.578
13,P8,7.358
14,P8,7.926
15,P8,8.53
16,P8,9.134
17,P8,9.57
1,P9,0.144
2,P7,0.678
3,P9,1.187
4,P9,1.676
5,P9,2.148
6,P9,2.947
7,P9,3.885
8,P9,4.417
9,P9,5.273
10,P9,6.139
11,P9,6.579
12,P9,7.11
13,P9,7.544
14,P9,8.363
15,P9,9.118
16,P9,9.615
1,P2,0.07
2,P9,0.592
3,P9,1.083
4,P9,1.626
5,P9,2.12
6,P9,2.897
7,P9,3.384
8,P9,4.022
9,P9,4.466
10,P9,4.884
11,P9,5.294
12,P9,5.92
13,P9,6.367
14,P9,6.779
15,P9,7.459
16,P9,8.071
17,P9,8.529
18,P9,9.11
19,P9,9.626
1,P10,0.155
2,P10,0.679
3,P10,1.311
4,P10,2.036
5,P10,2.566
6,P10,3.091
7,P10,3.715
8,P10,4.126
9,P10,4.819
10,P10,5.509
11,P10,6.166
12,P10,6.597
13,P10,7.158
14,P10,8.053
15,P10,8.496
16,P10,9.054
17,P10,9.663
1,P10,0.155
2,P10,0.729
3,P10,1.772
4,P10,2.38
5,P10,3.046
6,P10,3.697
7,P10,4.947
8,P10,5.521
9,P10,5.974
10,P10,6.926
11,P10,7.739
12,P10,8.302
13,P10,8.655
14,P10,9.12
15,P10,9.644
1,P5,0.101
2,P8,0.52
3,P8,1.262
4,P8,2.031
5,P8,2.889
6,P8,3.941
7,P8,4.391
8,P8,5.111
9,P8,5.732
10,P8,6.125
11,P8,7.077
12,P8,7.481
13,P8,7.955
14,P8,8.406
15,P8,8.839
16,P8,9.333
17,P8,9.961
1,P9,0.144
2,P9,0.743
3,P9,1.56
4,P9,2.344
5,P9,3.115
6,P9,3.747
7,P9,4.329
8,P9,5.092
9,P9,5.886
10,P9,6.846
11,P9,7.797
12,P9,8.435
13,P9,9.017
14,P9,9.546
1,P1,0.06
2,P4,0.376
3,P1,0.792
4,P7,1.297
5,P7,1.824
6,P7,2.463
7,P7,3.009
8,P7,3.704
9,P7,4.631
10,P7,5.261
11,P7,5.945
12,P7,6.484
13,P7,7.083
14,P7,7.6
15,P7,8.445
16,P7,8.941
17,P7,9.434
18,P7,9.903
1,P10,0.155
2,P10,0.697
3,P10,1.308
4,P10,2.507
5,P10,3.008
6,P10,3.546
7,P10,3.95
8,P10,4.69
9,P10,5.249
10,P10,5.861
11,P10,6.565
12,P10,7.252
13,P10,7.715
14,P10,8.277
15,P10,8.943
16,P10,9.483
1,P3,0.08
2,P10,0.512
3,P10,1.203
4,P10,1.807
5,P10,2.52
6,P10,3.231
7,P10,3.747
8,P10,4.24
9,P10,4.761
10,P10,5.631
11,P10,5.979
12,P10,6.415
13,P10,6.867
14,P10,7.784
15,P10,8.3
16,P10,8.765
17,P10,9.285
18,P10,9.774
1,P3,0.08
2,P2,0.493
3,P4,1.064
4,P3,1.565
5,P1,2.019
6,P6,2.672
7,P6,2.975
8,P6,3.408
9,P6,3.828
10,P6,4.338
11,P6,4.815
12,P6,5.357
13,P6,5.828
14,P6,6.438
15,P6,6.863
16,P6,7.562
17,P6,8.006
18,P6,8.449
19,P6,8.886
20,P6,9.442
21,P6,9.869
1,P2,0.07
2,P7,0.517
3,P7,1.08
4,P7,1.652
5,P7,2.054
6,P7,2.529
7,P7,3.025
8,P7,3.486
9,P7,3.892
10,P7,4.594
11,P7,5.047
12,P7,5.492
13,P7,6.008
14,P7,6.433
15,P7,7.017
16,P7,7.463
17,P7,7.943
18,P7,8.374
19,P7,8.939
20,P7,9.446
21,P7,9.776
1,P8,0.133
2,P8,0.687
3,P8,1.204
4,P8,1.706
5,P8,2.444
6,P8,2.94
7,P8,3.633
8,P8,4.078
9,P8,4.512
10,P8,4.998
11,P8,5.61
12,P8,6.098
13,P8,6.671
14,P8,7.286
15,P8,7.738
16,P8,8.264
17,P8,8.794
18,P8,9.247
19,P8,9.692
1,P7,0.122
2,P7,0.679
3,P7,1.525
4,P7,2.159
5,P7,2.493
6,P7,3.095
7,P7,4.235
8,P7,4.888
9,P7,5.656
10,P7,6.126
11,P7,6.64
12,P7,7.281
13,P7,8.112
14,P7,8.53
15,P7,8.91
16,P7,9.342
17,P7,9.838
1,P1,0.06
2,P3,0.484
3,P7,1.08
4,P7,2.04
5,P7,2.893
6,P7,3.477
7,P7,4.039
8,P7,4.577
9,P7,5.804
10,P7,6.283
11,P7,6.856
12,P7,7.344
13,P7,7.758
14,P7,8.264
15,P7,8.848
16,P7,9.472
17,P7,9.911
1,P6,0.112
2,P6,0.569
3,P6,1.012
4,P6,1.58
5,P6,2.201
6,P6,2.621
7,P6,3.168
8,P6,3.499
9,P6,4.069
10,P6,4.84
11,P6,5.51
12,P6,5.899
13,P7,6.345
14,P6,6.794
15,P6,7.281
16,P6,7.712
17,P6,8.22
18,P6,8.685
19,P6,9.265
20,P6,9.787
1,P7,0.122
2,P7,0.677
3,P7,1.282
4,P7,1.746
5,P7,2.411
6,P7,2.902
7,P7,3.556
8,P7,3.935
9,P7,4.528
10,P7,5.347
11,P7,5.798
12,P7,6.339
13,P7,6.893
14,P7,7.499
15,P7,8.339
16,P7,8.72
17,P7,9.243
18,P7,9.822
1,P10,0.155
2,P10,0.786
3,P10,1.252
4,P10,2.212
5,P10,3.099
6,P10,3.65
7,P10,4.172
8,P10,4.569
9,P10,5.285
10,P10,5.674
11,P10,6.185
12,P10,7.098
13,P10,7.534
14,P10,8.096
15,P10,8.711
16,P10,9.429
17,P10,9.842
1,P9,0.144
2,P9,1.007
3,P9,2.154
4,P9,2.828
5,P9,3.404
6,P9,3.96
7,P9,4.836
8,P9,5.543
9,P9,6.173
10,P9,6.909
11,P9,7.657
12,P9,8.192
13,P9,8.707
14,P9,9.538
15,P9,9.982
1,P1,0.06
2,P2,0.474
3,P8,1.224
4,P8,1.837
5,P8,2.67
6,P8,3.228
7,P8,3.808
8,P8,4.323
9,P8,5.255
10,P8,5.675
11,P8,6.209
12,P8,6.899
13,P8,7.462
14,P8,8.133
15,P8,8.768
16,P8,9.453
17,P8,9.858
1,P10,0.155
2,P10,0.765
3,P10,1.298
4,P10,2.112
5,P10,2.838
6,P10,3.72
7,P10,4.832
8,P10,5.34
9,P10,6.155
10,P10,6.874
11,P10,7.649
12,P10,8.389
13,P10,9.112
14,P10,9.619
1,P6,0.112
2,P6,0.502
3,P6,1.079
4,P6,1.655
5,P6,2.168
6,P6,2.589
7,P6,3.042
8,P6,3.788
9,P6,4.487
10,P6,5.243
11,P6,5.697
12,P6,6.567
13,P6,7.069
14,P6,7.863
15,P6,8.46
16,P6,9.113
1,P7,0.122
2,P7,0.599
3,P7,1.21
4,P7,1.576
5,P7,2.157
6,P7,2.575
7,P7,3.014
8,P7,3.763
9,P7,4.448
10,P7,4.806
11,P7,5.428
12,P7,6.077
13,P7,6.677
14,P7,7.222
15,P7,7.598
16,P7,8.139
17,P7,8.527
18,P7,8.967
19,P7,9.394
20,P7,9.856
1,P4,0.091
2,P4,0.539
3,P4,1.241
4,P4,1.654
5,P4,2.404
6,P9,3.09
7,P9,4.104
8,P9,4.77
9,P9,5.51
10,P9,6.683
11,P9,7.295
12,P9,7.686
13,P9,8.365
14,P9,8.773
15,P9,9.197
16,P9,9.816
1,P6,0.112
2,P2,0.509
3,P6,0.993
4,P6,1.354
5,P6,1.969
6,P6,2.386
7,P6,2.972
8,P6,3.414
9,P6,4.053
10,P6,4.971
11,P6,5.467
12,P6,6.087
13,P6,6.719
14,P6,7.258
15,P6,7.758
16,P6,8.254
17,P6,8.678
18,P6,9.136
19,P6,9.538
1,P5,0.101
2,P3,0.491
3,P9,1.12
4,P9,1.796
5,P9,2.462
6,P9,3.074
7,P9,3.755
8,P9,4.411
9,P9,5.221
10,P9,5.687
11,P9,6.292
12,P9,6.724
13,P9,7.249
14,P9,7.863
15,P9,8.378
16,P9,9.122
17,P9,9.487
18,P9,9.864
1,P9,0.144
2,P9,0.885
3,P9,1.449
4,P9,1.91
5,P9,2.716
6,P9,3.369
7,P9,4.041
8,P9,4.506
9,P9,5.3
10,P9,5.848
11,P9,6.315
12,P9,6.979
13,P9,7.413
14,P9,8.02
15,P9,8.628
16,P9,9.271
17,P9,9.9
1,P8,0.133
2,P8,0.756
3,P8,1.342
4,P8,1.89
5,P8,2.545
6,P8,3.146
7,P8,3.668
8,P8,4.19
9,P8,4.798
10,P8,5.177
11,P8,5.674
12,P8,6.23
13,P8,6.798
14,P8,7.324
15,P8,7.869
16,P8,8.374
17,P8,9.03
18,P8,9.492
1,P9,0.144
2,P9,0.664
3,P9,1.634
4,P9,2.261
5,P9,3.057
