trial,production,firing_time
3,P6,1.692
4,P6,2.954
5,P6,3.72
6,P6,4.09
7,P6,5.012
8,P6,5.55
9,P6,6.328
10,P6,6.852
11,P6,7.295
12,P6,8.142
13,P6,8.549
14,P6,9.246
15,P6,9.855
1,P7,0.122
2,P7,0.755
3,P7,1.231
4,P7,1.984
5,P7,3.024
6,P7,3.556
7,P7,4.006
8,P7,4.612
9,P7,4.981
10,P7,5.52
11,P7,6.006
12,P7,6.4
13,P7,6.936
14,P7,7.482
15,P7,8.216
16,P7,8.797
17,P7,9.449
18,P7,9.865
1,P6,0.112
2,P5,0.775
3,P6,1.615
4,P6,2.178
5,P6,2.707
6,P6,3.125
7,P6,3.621
8,P6,3.962
9,P6,4.953
10,P6,5.641
11,P6,6.231
12,P6,6.621
13,P6,7.118
14,P6,7.753
15,P6,8.179
16,P6,8.591
17,P6,8.966
18,P6,9.384
1,P8,0.133
2,P8,0.69
3,P8,1.401
4,P8,2.061
5,P8,2.724
6,P8,3.557
7,P8,4.309
8,P8,4.815
9,P8,5.488
10,P8,5.95
11,P8,6.83
12,P8,7.193
13,P8,7.703
14,P8,8.181
15,P8,8.557
16,P8,9.017
17,P8,9.483
18,P8,9.853
1,P7,0.122
2,P7,0.75
3,P7,1.395
4,P7,1.868
5,P7,2.231
6,P7,2.774
7,P7,3.389
8,P7,3.979
9,P7,4.3
10,P7,4.912
11,P7,5.67
12,P7,6.291
13,P7,6.844
14,P7,7.244
15,P7,7.846
16,P7,8.401
17,P7,9.005
18,P7,9.556
1,P3,0.08
2,P5,0.746
3,P8,1.806
4,P8,2.465
5,P8,3.135
6,P8,3.839
7,P8,4.332
8,P8,4.919
9,P8,5.361
10,P8,6.225
11,P8,6.786
12,P8,7.308
13,P8,8.299
14,P8,8.786
15,P8,9.433
16,P8,9.988
1,P10,0.155
2,P10,1.005
3,P10,1.527
4,P10,2.356
5,P10,2.989
6,P10,3.599
7,P10,4.379
8,P10,4.972
9,P10,5.478
10,P10,6.156
11,P10,6.773
12,P10,7.435
13,P10,8.054
14,P10,8.618
15,P10,9.034
16,P10,9.739
1,P3,0.08
2,P4,0.443
3,P6,0.881
4,P6,1.612
5,P6,2.282
6,P6,2.916
7,P6,3.397
8,P6,4.022
9,P6,4.527
10,P6,5.21
11,P6,5.737
12,P6,6.205
13,P6,6.807
14,P6,7.375
15,P6,8.251
16,P6,8.797
17,P6,9.273
18,P6,9.778
1,P1,0.06
2,P5,0.443
3,P9,0.874
4,P9,1.366
5,P9,2.041
6,P9,2.583
7,P9,3.213
8,P9,3.926
9,P9,4.647
10,P9,5.589
11,P9,6.575
12,P9,7.196
13,P9,7.809
14,P9,8.559
15,P9,8.972
16,P9,9.552
1,P1,0.06
2,P7,0.484
3,P7,1.126
4,P7,2.059
5,P7,2.556
6,P7,3.048
7,P7,3.518
8,P7,4.332
9,P7,4.76
10,P7,5.569
11,P7,6.049
12,P7,6.693
13,P7,7.367
14,P7,7.877
15,P7,8.252
16,P7,8.792
17,P7,9.301
18,P7,9.672
1,P3,0.08
2,P4,0.803
3,P3,1.062
4,P8,1.719
5,P8,2.198
6,P8,2.918
7,P8,3.725
8,P8,4.878
9,P8,5.267
10,P8,5.887
11,P8,6.289
12,P8,6.743
13,P8,7.457
14,P8,7.882
15,P8,8.52
16,P8,9.041
17,P8,9.548
1,P9,0.144
2,P9,0.693
3,P9,1.651
4,P9,2.207
5,P9,2.825
6,P9,3.511
7,P9,4.048
8,P9,5.003
9,P9,5.765
10,P9,6.445
11,P9,6.946
12,P9,7.505
13,P9,8.131
14,P9,8.517
15,P9,9.762
1,P1,0.06
2,P5,0.52
3,P2,1.067
4,P1,1.651
5,P2,1.946
6,P5,2.612
7,P5,3.473
8,P5,3.965
9,P5,4.337
10,P5,4.935
11,P5,5.449
12,P5,5.804
13,P9,6.26
14,P8,6.793
15,P9,7.164
16,P9,8.339
17,P9,8.779
18,P9,9.239
1,P10,0.155
2,P10,0.769
3,P10,1.402
4,P10,1.989
5,P10,2.392
6,P10,3.184
7,P10,3.767
8,P10,4.239
9,P10,4.93
10,P10,5.517
11,P10,6.006
12,P10,6.568
13,P10,7.051
14,P10,7.793
15,P10,8.174
16,P10,8.786
17,P10,9.278
18,P10,9.942
1,P4,0.091
2,P2,0.816
3,P6,1.411
4,P6,1.982
5,P6,2.651
6,P6,3.452
7,P6,4.061
8,P6,4.551
9,P6,5.165
10,P6,5.685
11,P6,6.191
12,P6,6.844
13,P6,7.406
14,P6,7.943
15,P6,8.526
16,P6,9.136
17,P6,9.66
1,P10,0.155
2,P10,0.965
3,P10,1.433
4,P10,1.98
5,P10,2.827
6,P10,3.429
7,P10,4.175
8,P10,4.711
9,P10,5.286
10,P10,5.766
11,P10,6.437
12,P10,6.87
13,P10,7.64
14,P10,8.101
15,P10,8.572
16,P10,9.106
17,P10,9.477
18,P10,9.96
1,P9,0.144
2,P9,0.81
3,P9,1.306
4,P9,2.164
5,P9,2.896
6,P9,3.616
7,P9,4.23
8,P9,4.825
9,P9,5.973
10,P9,6.411
11,P9,6.939
12,P9,7.485
13,P9,8.22
14,P9,8.729
15,P9,9.395
16,P9,9.866
1,P3,0.08
2,P2,0.496
3,P2,0.814
4,P6,1.291
5,P6,1.915
6,P6,2.375
7,P6,2.939
8,P6,3.477
9,P6,4.088
10,P6,4.743
11,P6,5.325
12,P6,5.829
13,P6,6.297
14,P6,6.744
15,P6,7.195
16,P6,7.694
17,P6,8.163
18,P6,8.72
19,P6,9.095
20,P6,9.45
21,P6,9.979
1,P7,0.122
2,P7,0.499
3,P7,1.17
4,P7,1.818
5,P7,2.468
6,P7,2.953
7,P7,3.321
8,P7,3.791
9,P7,4.325
10,P7,4.977
11,P7,5.439
12,P7,6.575
13,P7,6.991
14,P7,7.797
15,P7,8.441
16,P7,8.829
17,P7,9.264
18,P7,9.772
1,P4,0.091
2,P3,0.724
3,P10,1.329
4,P10,2.038
5,P10,2.619
6,P10,3.193
7,P10,3.803
8,P10,4.359
9,P10,4.859
10,P10,5.509
11,P10,5.989
12,P10,6.597
13,P10,7.107
14,P10,7.677
15,P10,8.211
16,P10,8.907
17,P10,9.318
18,P10,9.741
1,P5,0.101
2,P5,0.584
3,P5,1.098
4,P5,1.821
5,P5,2.391
6,P5,3.258
7,P5,3.957
8,P5,4.407
9,P7,4.86
10,P5,5.305
11,P5,5.992
12,P9,6.701
13,P7,7.253
14,P9,7.892
15,P9,8.537
16,P9,9.512
1,P3,0.08
2,P3,0.565
3,P9,1.239
4,P9,2.151
5,P9,2.898
6,P9,3.848
7,P9,4.494
8,P9,5.069
9,P9,5.862
10,P9,6.362
11,P9,7.008
12,P9,7.419
13,P9,8.286
14,P9,8.917
15,P9,9.573
1,P6,0.112
2,P7,0.464
3,P7,0.949
4,P7,1.649
5,P7,2.281
6,P7,3.086
7,P7,4.286
8,P7,5.002
9,P7,5.812
10,P7,6.366
11,P7,6.755
12,P7,7.364
13,P7,7.864
14,P7,8.648
15,P7,9.126
16,P7,9.78
1,P6,0.112
2,P6,0.737
3,P6,1.3
4,P6,2.066
5,P6,2.811
6,P6,3.519
7,P6,4.267
8,P6,4.893
9,P6,5.698
10,P6,6.286
11,P6,6.933
12,P6,7.467
13,P6,7.839
14,P6,8.352
15,P6,9.048
16,P6,9.582
17,P6,9.99
1,P9,0.144
2,P9,0.698
3,P9,1.553
4,P9,2.075
5,P9,2.6
6,P9,3.203
7,P9,3.57
8,P9,4.081
9,P9,4.621
10,P9,5.403
11,P9,5.774
12,P9,6.818
13,P9,7.317
14,P9,8.247
15,P9,8.711
16,P9,9.756
1,P7,0.122
2,P7,0.701
3,P7,1.3
4,P7,1.94
5,P7,2.723
6,P7,3.149
7,P7,3.701
8,P7,4.259
9,P7,4.685
10,P7,5.126
11,P7,5.738
12,P7,6.154
13,P7,6.76
14,P7,7.44
15,P7,7.936
16,P7,8.476
17,P7,8.851
18,P7,9.382
19,P7,9.824
1,P9,0.144
2,P9,0.632
3,P9,1.496
4,P9,1.97
5,P9,3.174
6,P9,3.854
7,P9,4.366
8,P9,5.057
9,P9,5.992
10,P9,7.037
11,P9,7.655
12,P9,8.008
13,P9,9.302
1,P8,0.133
2,P8,0.657
3,P8,1.199
4,P8,1.976
5,P8,2.525
6,P8,3.008
7,P8,3.761
8,P8,4.369
9,P8,4.938
10,P8,5.445
11,P8,5.97
12,P8,6.533
13,P8,7.08
14,P8,7.547
15,P8,8.115
16,P8,8.783
17,P8,9.332
18,P8,9.73
1,P10,0.155
2,P8,0.719
3,P10,1.724
4,P10,2.288
5,P10,3.113
6,P10,4.023
7,P10,4.612
8,P10,5.27
9,P10,5.858
10,P10,6.808
11,P10,7.312
12,P10,8.224
13,P10,8.699
14,P10,9.181
15,P10,9.515
1,P1,0.06
2,P9,0.474
3,P9,1.164
4,P9,1.889
5,P9,2.486
6,P9,3.042
7,P9,3.682
8,P9,4.146
9,P9,5.028
10,P9,5.784
11,P9,6.382
12,P9,6.815
13,P9,7.302
14,P9,8.029
15,P9,8.859
16,P9,9.399
17,P9,9.8
1,P1,0.06
2,P2,0.597
3,P7,1.59
4,P7,2.423
5,P7,3.139
6,P7,3.646
7,P7,4.198
8,P7,5.003
9,P7,5.49
10,P7,6.056
11,P7,6.535
12,P7,7.029
13,P7,7.548
14,P7,8.112
15,P7,8.596
16,P7,9.113
17,P7,9.677
1,P5,0.101
2,P5,0.403
3,P5,0.828
4,P5,1.781
5,P5,2.358
6,P5,2.736
7,P5,3.266
8,P3,3.615
9,P5,4.311
10,P5,5.047
11,P5,5.682
12,P5,6.175
13,P5,6.552
14,P5,7.171
15,P5,7.5
16,P8,8.167
17,P8,8.676
18,P8,9.505
1,P7,0.122
2,P7,0.569
3,P7,1.012
4,P7,1.393
5,P7,2.025
6,P7,2.588
7,P7,3.199
8,P7,3.83
9,P7,4.367
10,P7,4.822
11,P7,5.349
12,P7,5.781
13,P7,6.267
14,P7,6.764
15,P7,7.454
16,P7,7.958
17,P7,8.38
18,P7,9.098
19,P7,9.742
1,P7,0.122
2,P1,0.899
3,P7,1.584
4,P7,2.314
5,P7,2.938
6,P7,3.471
7,P7,4.135
8,P7,4.7
9,P7,5.257
10,P7,5.965
11,P7,6.579
12,P7,7.117
13,P7,7.64
14,P7,8.403
15,P7,9.113
16,P7,9.6
17,P7,9.969
1,P3,0.08
2,P6,0.583
3,P6,1.185
4,P6,1.829
5,P6,2.437
6,P6,3.532
7,P6,4.048
8,P6,5.257
9,P6,5.704
10,P6,6.196
11,P6,7.031
12,P6,7.42
13,P6,7.875
14,P6,8.369
15,P6,9.009
16,P6,9.543
1,P5,0.101
2,P1,0.674
3,P5,1.206
4,P5,1.754
5,P5,2.582
6,P5,3.031
7,P5,3.909
8,P5,4.376
9,P5,4.732
10,P7,5.277
11,P7,5.698
12,P7,6.167
13,P7,6.942
14,P7,7.331
15,P7,7.826
16,P7,8.42
17,P7,8.776
18,P7,9.186
19,P7,9.609
1,P8,0.133
2,P8,0.886
3,P8,1.765
4,P8,2.483
5,P8,3.078
6,P8,3.776
7,P8,4.341
8,P8,5.283
9,P8,5.807
10,P8,6.235
11,P8,6.68
12,P8,7.175
13,P8,7.582
14,P8,8.024
15,P8,8.359
16,P8,8.839
17,P8,9.175
18,P8,9.63
1,P9,0.144
2,P9,0.951
3,P9,1.699
4,P9,2.522
5,P9,3.097
6,P9,3.689
7,P9,4.306
8,P9,5.089
9,P9,5.943
10,P9,6.339
11,P9,7.042
12,P9,7.552
13,P9,8.106
14,P9,8.697
15,P9,9.271
16,P9,9.885
1,P4,0.091
2,P6,0.645
3,P6,1.287
4,P6,2.012
5,P6,2.681
6,P6,3.106
7,P6,3.856
8,P6,4.656
9,P6,5.211
10,P6,5.724
11,P6,6.464
12,P6,6.829
13,P6,7.269
14,P6,7.91
15,P6,8.475
16,P6,8.812
17,P6,9.524
18,P6,9.976
1,P6,0.112
2,P6,0.559
3,P6,1.1
4,P6,1.686
5,P6,2.21
6,P6,2.843
7,P6,3.583
8,P6,4.097
9,P6,4.829
10,P6,5.266
11,P6,5.723
12,P6,6.145
13,P6,6.63
14,P6,6.977
15,P6,7.345
16,P6,7.974
17,P6,8.453
18,P6,8.882
19,P6,9.546
20,P6,9.891
1,P5,0.101
2,P5,0.76
3,P6,1.224
4,P6,1.656
5,P6,2.047
6,P6,2.536
7,P6,3.047
8,P6,3.574
9,P6,3.987
10,P6,5.035
11,P6,5.75
12,P6,6.086
13,P6,6.564
14,P6,7.136
15,P6,7.859
16,P6,8.313
17,P6,8.818
18,P6,9.295
19,P6,9.676
1,P5,0.101
2,P5,0.502
3,P5,1.093
4,P10,1.71
5,P10,2.228
6,P10,2.812
7,P10,3.553
8,P10,4.208
9,P10,4.828
10,P10,5.229
11,P10,5.858
12,P10,6.442
13,P10,6.951
14,P10,7.506
15,P10,8.075
16,P10,8.562
17,P10,9.258
18,P10,9.687
1,P9,0.144
2,P9,0.699
3,P9,1.122
4,P9,1.516
5,P9,2.152
6,P9,2.652
7,P9,3.556
8,P9,4.123
9,P9,4.724
10,P9,5.286
11,P9,5.841
12,P9,6.24
13,P9,6.831
14,P9,7.257
15,P9,7.762
16,P9,8.242
17,P9,8.652
18,P9,9.101
19,P9,9.612
1,P3,0.08
2,P1,0.448
3,P8,0.906
4,P8,1.517
5,P8,2.351
6,P8,2.698
7,P8,3.095
8,P8,3.638
9,P8,4.146
10,P8,4.803
11,P8,5.263
12,P8,5.797
13,P8,6.263
14,P8,6.82
15,P8,7.258
16,P8,7.786
17,P8,8.508
18,P8,9.05
19,P8,9.598
1,P6,0.112
2,P6,0.558
3,P5,1.086
4,P6,1.677
5,P6,2.323
6,P6,2.786
7,P6,3.521
8,P6,3.953
9,P6,4.401
10,P6,4.843
11,P6,5.558
12,P6,6.073
13,P6,6.469
14,P6,7.083
15,P6,7.725
16,P6,8.185
17,P6,8.634
18,P6,9.158
19,P6,9.737
1,P6,0.112
2,P6,0.838
3,P6,1.336
4,P6,2.109
5,P6,2.493
6,P6,3.087
7,P6,3.536
8,P6,3.949
9,P6,4.557
10,P6,5.266
11,P6,5.96
12,P6,6.6
13,P6,7.142
14,P6,7.733
15,P6,8.309
16,P6,8.952
17,P6,9.423
1,P5,0.101
2,P7,0.498
3,P7,0.893
4,P7,1.426
5,P7,1.977
6,P7,2.704
7,P7,3.182
8,P7,3.73
9,P7,4.535
10,P7,5.102
11,P7,5.636
12,P7,6.142
13,P7,6.713
14,P7,7.126
15,P7,7.632
16,P7,8.192
17,P7,8.718
18,P7,9.071
19,P7,9.596
1,P4,0.091
2,P1,0.653
3,P2,0.992
4,P4,1.989
5,P6,2.638
6,P4,3.472
7,P6,4.145
8,P6,4.622
9,P6,5.086
10,P6,5.684
11,P6,6.491
12,P6,7.109
13,P6,7.542
14,P6,8.057
15,P6,8.687
16,P6,9.256
17,P6,9.726
1,P4,0.091
2,P3,0.397
3,P9,0.938
4,P9,1.489
5,P9,2.035
6,P9,2.512
7,P9,3.133
8,P9,3.762
9,P9,4.459
10,P9,5.075
11,P9,5.679
12,P9,6.463
13,P9,7.129
14,P9,7.77
15,P9,8.235
16,P9,8.661
17,P9,9.171
18,P9,9.666
1,P1,0.06
2,P7,0.606
3,P6,1.038
4,P7,1.738
5,P7,2.206
6,P7,3.231
7,P7,3.612
8,P7,4.348
9,P7,4.907
10,P7,5.458
11,P7,6.096
12,P7,7.173
13,P7,7.734
14,P7,8.248
15,P7,8.751
16,P7,9.14
17,P7,9.982
1,P9,0.144
2,P9,0.711
3,P9,1.685
4,P9,2.391
5,P9,3.35
6,P9,4.247
7,P9,5.077
8,P9,5.66
9,P9,6.25
10,P9,6.689
11,P9,7.265
12,P9,7.754
13,P9,8.396
14,P9,8.896
15,P9,9.272
16,P9,9.81
1,P1,0.06
2,P6,0.513
3,P6,1.426
4,P6,1.869
5,P6,2.424
6,P6,2.832
7,P6,3.44
8,P6,4.008
9,P6,4.768
10,P6,5.291
11,P6,6.071
12,P6,6.642
13,P6,7.304
14,P6,7.728
15,P6,8.23
16,P6,8.617
17,P6,8.996
18,P6,9.416
1,P9,0.144
2,P9,0.588
3,P9,1.099
4,P9,1.693
5,P9,2.282
6,P9,2.629
7,P9,3.183
8,P9,3.816
9,P9,4.424
10,P9,4.965
11,P9,5.961
12,P9,6.486
13,P9,6.963
14,P9,7.551
15,P9,8.035
16,P9,8.559
17,P9,9.144
18,P9,9.697
1,P7,0.122
2,P7,0.728
3,P7,1.173
4,P7,1.947
5,P7,2.383
6,P7,3.003
7,P7,3.377
8,P7,4.129
9,P7,4.642
10,P7,5.264
11,P7,5.757
12,P7,6.417
13,P7,7.582
14,P7,8.265
15,P7,8.9
16,P7,9.311
17,P7,9.789
1,P3,0.08
2,P3,0.483
3,P2,1.072
4,P7,1.672
5,P7,2.548
6,P7,3.031
7,P7,3.621
8,P7,4.442
9,P7,4.926
10,P7,5.358
11,P7,6.052
12,P7,6.916
13,P7,7.318
14,P7,8.098
15,P7,8.84
16,P7,9.19
17,P7,9.538
1,P10,0.155
2,P10,1.134
3,P10,1.654
4,P10,2.186
5,P10,2.703
6,P10,3.325
7,P10,3.948
8,P10,4.425
9,P10,4.889
10,P10,5.411
11,P10,5.919
12,P10,6.347
13,P10,7.008
14,P10,7.503
15,P10,8.22
16,P10,8.868
17,P10,9.329
18,P10,9.784
1,P8,0.133
2,P8,0.516
3,P8,1.347
4,P8,2.63
5,P8,3.423
6,P8,3.927
7,P8,4.524
8,P8,5.219
9,P8,5.701
10,P8,6.348
11,P8,6.842
12,P8,7.355
13,P8,7.977
14,P8,8.706
15,P8,9.294
16,P8,9.74
1,P5,0.101
2,P6,0.683
3,P6,1.351
4,P6,2.429
5,P6,2.983
6,P6,3.49
7,P6,4.349
8,P6,4.951
9,P6,5.436
10,P6,6.005
11,P6,6.571
12,P6,7.029
13,P6,7.775
14,P6,8.145
15,P6,8.803
16,P6,9.407
17,P6,9.919
1,P2,0.07
2,P2,0.498
3,P10,0.95
4,P10,1.622
5,P10,2.153
6,P10,2.857
7,P10,3.676
8,P10,4.043
9,P10,4.491
10,P10,5.227
11,P10,5.872
12,P10,6.49
13,P10,6.935
14,P10,7.842
15,P10,8.418
16,P10,9.005
17,P10,9.713
1,P6,0.112
2,P6,0.783
3,P6,1.462
4,P6,2.166
5,P6,3.147
6,P6,3.65
7,P6,4.408
8,P6,4.945
9,P6,5.615
10,P6,6.3
11,P6,6.723
12,P6,7.219
13,P6,7.699
14,P6,8.362
15,P6,8.781
16,P6,9.37
17,P6,9.812
1,P8,0.133
2,P8,0.572
3,P8,1.287
4,P8,2.182
5,P8,2.765
6,P8,3.498
7,P8,4.121
8,P8,4.683
9,P8,5.31
10,P8,5.765
11,P8,6.304
12,P8,6.898
13,P8,7.528
14,P8,8.192
15,P8,8.908
16,P8,9.278
17,P8,9.701
1,P10,0.155
2,P10,0.769
3,P10,1.325
4,P10,1.924
5,P10,2.508
6,P10,3.274
7,P10,3.807
8,P10,4.829
9,P10,5.569
10,P10,6.458
11,P10,6.949
12,P10,7.574
13,P10,8.19
14,P10,8.853
15,P10,9.326
16,P10,9.922
1,P7,0.122
2,P7,0.594
3,P7,1.101
4,P7,1.701
5,P7,2.377
6,P7,2.924
7,P7,3.356
8,P7,4.327
9,P7,5.012
10,P7,5.906
11,P7,6.394
12,P7,6.82
13,P7,7.731
14,P7,8.239
15,P7,8.837
16,P7,9.322
1,P6,0.112
2,P6,0.739
3,P6,1.204
4,P6,1.812
5,P6,2.247
6,P6,2.783
7,P6,3.435
8,P6,4.085
9,P6,4.703
10,P6,5.211
11,P6,5.562
12,P6,6.244
13,P6,6.602
14,P6,7.092
15,P6,7.721
16,P6,8.135
17,P6,8.77
18,P6,9.208
19,P6,9.879
1,P8,0.133
2,P10,0.645
3,P10,1.388
4,P10,2.022
5,P10,2.634
6,P10,3.324
7,P10,4.244
8,P10,4.666
9,P10,5.139
10,P10,5.575
11,P10,6.058
12,P10,6.613
13,P10,7.282
14,P10,7.754
15,P10,8.326
16,P10,8.833
17,P10,9.506
1,P4,0.091
2,P9,0.559
3,P9,1.382
4,P9,1.863
5,P9,2.448
6,P9,2.959
7,P9,3.874
8,P9,4.484
9,P9,5.371
10,P9,6.139
11,P9,6.659
12,P9,7.098
13,P9,7.485
14,P9,8.131
15,P9,8.639
16,P9,9.094
17,P9,9.579
1,P2,0.07
2,P4,0.434
3,P8,0.979
4,P8,1.366
5,P8,2.118
6,P8,2.751
7,P8,3.368
8,P8,3.908
9,P8,4.481
10,P8,4.9
11,P8,5.762
12,P8,6.22
13,P8,6.663
14,P8,7.098
15,P8,8.091
16,P8,8.579
17,P8,9.176
18,P8,9.603
1,P10,0.155
2,P10,0.736
3,P10,1.728
4,P10,2.233
5,P10,2.89
6,P10,3.408
7,P10,4.106
8,P10,4.706
9,P10,5.473
10,P10,6.348
11,P10,6.829
12,P10,7.276
13,P10,7.967
14,P10,8.511
15,P10,9.027
16,P10,9.765
1,P7,0.122
2,P7,0.498
3,P7,1.082
4,P7,1.756
5,P7,2.31
6,P7,2.803
7,P7,3.315
8,P7,3.716
9,P7,4.09
10,P7,4.481
11,P7,4.903
12,P7,5.385
13,P7,5.832
14,P7,6.325
15,P7,6.715
16,P7,7.113
17,P7,7.536
18,P7,8.006
19,P7,8.415
20,P7,8.912
21,P7,9.463
1,P5,0.101
2,P9,0.637
3,P9,1.447
4,P9,2.473
5,P9,3.096
6,P9,3.827
7,P9,4.651
8,P9,5.182
9,P9,5.79
10,P9,6.335
11,P9,6.95
12,P9,7.482
13,P9,7.958
14,P9,8.386
15,P9,8.813
16,P9,9.162
17,P9,9.706
1,P5,0.101
2,P5,0.54
3,P5,1.313
4,P5,1.865
5,P5,2.437
6,P5,3.508
7,P5,4.061
8,P4,4.809
9,P5,5.362
10,P5,6.018
11,P5,6.349
12,P5,6.991
13,P5,7.521
14,P5,8.066
15,P7,8.593
16,P7,9.001
17,P7,9.485
1,P6,0.112
2,P6,0.508
3,P6,1.067
4,P6,1.722
5,P6,2.231
6,P6,2.944
7,P6,4.081
8,P6,4.67
9,P6,5.104
10,P6,5.66
11,P6,6.115
12,P6,6.605
13,P6,7.091
14,P6,7.658
15,P6,8.221
16,P6,8.621
17,P6,9.076
18,P6,9.512
19,P6,9.823
1,P8,0.133
2,P8,0.567
3,P8,1.315
4,P8,2.043
5,P8,2.755
6,P8,3.142
7,P8,3.871
8,P8,4.471
9,P8,5.052
10,P8,5.433
11,P8,6.019
12,P8,6.446
13,P8,7.039
14,P8,7.71
15,P8,8.31
16,P8,8.756
17,P8,9.254
18,P8,9.695
1,P8,0.133
2,P8,0.985
3,P8,1.811
4,P8,2.721
5,P8,3.457
6,P8,3.88
7,P8,4.715
8,P8,5.228
9,P8,5.778
10,P8,6.465
11,P8,7.045
12,P8,7.368
13,P8,8.025
14,P8,8.549
15,P8,8.975
16,P8,9.423
17,P8,9.846
1,P5,0.101
2,P8,0.868
3,P8,1.459
4,P8,1.995
5,P8,2.684
6,P8,3.188
7,P8,3.899
8,P8,4.542
9,P8,4.987
10,P8,5.469
11,P8,5.959
12,P8,6.62
13,P8,7.197
14,P8,7.949
15,P8,8.48
16,P8,9.019
17,P8,9.567
1,P3,0.08
2,P10,0.628
3,P10,1.229
4,P10,1.795
5,P10,2.607
6,P10,3.131
7,P10,3.653
8,P10,4.478
9,P10,4.959
10,P10,5.524
11,P10,6.301
12,P10,7.197
13,P10,8.026
14,P10,8.444
15,P10,8.838
16,P10,9.342
17,P10,9.991
1,P1,0.06
2,P8,0.72
3,P8,1.998
4,P8,2.446
5,P8,3.283
6,P8,3.997
7,P8,4.414
8,P8,4.927
9,P8,5.622
10,P8,6.06
11,P8,6.576
12,P8,6.998
13,P8,8.154
14,P8,8.911
15,P8,9.447
1,P10,0.155
2,P10,0.725
3,P10,1.355
4,P10,1.991
5,P10,2.655
6,P10,3.594
7,P10,4.035
8,P10,4.534
9,P10,5.065
10,P10,5.739
11,P10,6.245
12,P10,6.858
13,P10,7.483
14,P10,8.215
15,P10,9.035
16,P10,9.692
1,P6,0.112
2,P6,0.729
3,P6,1.825
4,P6,2.666
5,P6,3.086
6,P6,3.758
7,P6,4.259
8,P6,4.875
9,P6,5.5
10,P6,5.958
11,P6,6.62
12,P6,7.429
13,P6,7.995
14,P6,8.423
15,P6,9.225
16,P6,9.66
1,P1,0.06
2,P6,0.507
3,P6,1.167
4,P6,1.646
5,P6,2.29
6,P6,2.769
7,P6,3.392
8,P6,3.936
9,P6,4.315
10,P6,5.201
11,P6,5.711
12,P6,6.239
13,P6,6.79
14,P6,7.513
15,P6,8.077
16,P6,8.902
17,P6,9.383
18,P6,9.771
1,P1,0.06
2,P2,0.467
3,P4,1.036
4,P1,1.617
5,P10,2.041
6,P10,2.749
7,P10,3.332
8,P10,4.135
9,P10,4.677
10,P10,5.167
11,P10,5.615
12,P10,6.191
13,P10,6.725
14,P10,7.166
15,P10,7.888
16,P10,8.39
17,P10,8.891
18,P10,9.361
19,P10,9.739
1,P1,0.06
2,P4,0.736
3,P7,1.28
4,P7,1.925
5,P7,2.557
6,P7,3.128
7,P7,3.799
8,P7,4.628
9,P7,5.025
10,P7,5.509
11,P7,5.956
12,P7,6.471
13,P7,7.34
14,P7,7.821
15,P7,8.235
16,P7,8.631
17,P7,9.202
18,P7,9.66
1,P5,0.101
2,P9,0.878
3,P9,1.45
4,P9,2.159
5,P9,3.067
6,P9,3.867
7,P9,4.49
8,P9,5.206
9,P9,5.866
10,P9,6.404
11,P9,7.092
12,P9,7.651
13,P9,8.216
14,P9,8.703
15,P9,9.146
16,P9,9.756
1,P1,0.06
2,P7,0.575
3,P7,1.201
4,P7,1.719
5,P7,2.244
6,P7,2.808
7,P7,3.358
8,P7,3.894
9,P7,4.395
10,P7,4.891
11,P7,5.386
12,P7,5.695
13,P7,6.14
14,P7,6.652
15,P7,7.137
16,P7,7.523
17,P7,7.994
18,P7,8.372
19,P7,8.86
20,P7,9.321
21,P7,9.785
1,P4,0.091
2,P10,0.682
3,P10,1.847
4,P10,2.403
5,P10,2.948
6,P10,3.419
7,P10,4.094
8,P10,4.894
9,P10,5.453
10,P10,6.016
11,P10,6.503
12,P10,7.259
13,P10,7.698
14,P10,8.215
15,P10,8.646
16,P10,9.184
17,P10,9.769
1,P2,0.07
2,P10,0.526
3,P10,1.241
4,P10,1.919
5,P10,2.708
6,P10,3.115
7,P10,3.739
8,P10,4.224
9,P10,4.739
10,P10,5.399
11,P10,5.901
12,P10,6.425
13,P10,7.03
14,P10,7.707
15,P10,8.417
16,P10,8.902
17,P10,9.857
1,P9,0.144
2,P9,0.605
3,P9,1.128
4,P9,1.624
5,P9,2.399
6,P9,2.954
7,P9,3.571
8,P9,4.575
9,P9,5.064
10,P9,5.649
11,P9,6.233
12,P9,6.862
13,P9,7.45
14,P9,8.123
15,P9,8.672
16,P9,9.151
17,P9,9.601
1,P3,0.08
2,P7,0.712
3,P6,1.356
4,P7,2.326
5,P7,2.864
6,P7,3.576
7,P7,4.296
8,P7,4.75
9,P7,5.311
10,P7,6.08
11,P7,6.865
12,P7,7.272
13,P7,7.823
14,P7,8.407
15,P7,9.044
16,P7,9.485
17,P7,9.997
1,P10,0.155
2,P10,0.802
3,P10,1.305
4,P10,2.212
5,P10,2.875
6,P10,3.441
7,P10,4.138
8,P10,4.83
9,P10,5.768
10,P10,6.413
11,P10,7.001
12,P10,7.499
13,P10,7.984
14,P10,8.416
15,P10,8.882
16,P10,9.408
17,P10,9.907
1,P2,0.07
2,P6,0.562
3,P6,1.186
4,P6,1.81
5,P6,2.319
6,P6,2.764
7,P6,3.478
8,P6,3.986
9,P6,4.492
10,P6,5.141
11,P6,5.65
12,P6,6.121
13,P6,7.032
