epoch,production,u,utility,delivered_reward
78,P9,0.0,-0.13989048,8
78,P10,0.0,1.5607538,9
79,P1,0.0,0.6307021,0
79,P2,0.39200002,0.002054423,1
79,P3,0.0,0.0646367,2
79,P4,0.0,-0.91671187,3
79,P5,0.0,-0.47236156,4
79,P6,0.0,0.29511228,5
79,P7,5.9279995,4.6164336,6
79,P8,0.0,0.31059504,7
79,P9,0.0,-0.64350486,8
79,P10,0.0,0.54173934,9
80,P1,0.0,0.06976931,0
80,P2,0.39200002,-0.82719487,1
80,P3,0.0,0.26232523,2
80,P4,0.0,-0.586586,3
80,P5,0.0,0.21998098,4
80,P6,4.9379997,7.3221836,5
80,P7,0.0,-0.75223047,6
80,P8,0.0,-0.9823881,7
80,P9,0.0,-0.42091507,8
80,P10,0.0,-0.35464516,9
81,P1,0.0,-0.11222207,0
81,P2,0.0,-0.8806009,1
81,P3,0.0,-1.5887008,2
81,P4,0.0,0.0015019248,3
81,P5,0.0,0.81845933,4
81,P6,4.9379997,4.8652263,5
81,P7,0.0,0.453864,6
81,P8,0.0,-0.65406775,7
81,P9,0.0,-0.7608924,8
81,P10,0.0,0.8407469,9
82,P1,0.0,-0.38223574,0
82,P2,0.39200002,-0.6601979,1
82,P3,0.0,0.7081482,2
82,P4,0.0,-1.969943,3
82,P5,0.0,0.8075357,4
82,P6,4.9379997,4.772004,5
82,P7,0.0,-0.22449525,6
82,P8,0.0,0.3912858,7
82,P9,0.0,-0.009296812,8
82,P10,0.0,-0.43551373,9
83,P1,0.0,1.0778149,0
83,P2,0.0,-0.03493143,1
83,P3,0.0,0.82849663,2
83,P4,0.0,0.5131356,3
83,P5,0.0,-0.96388,4
83,P6,0.0,-0.97454935,5
83,P7,0.0,-0.60086864,6
83,P8,0.0,0.25954056,7
83,P9,0.0,1.5300748,8
83,P10,8.8949995,8.962203,9
84,P1,0.0,0.8525847,0
84,P2,0.0,-0.8936672,1
84,P3,0.0,0.034476057,2
84,P4,1.1836001,1.4181671,3
84,P5,0.0,-0.31941733,4
84,P6,0.0,0.9847789,5
84,P7,5.9279995,6.696468,6
84,P8,0.0,0.064347334,7
84,P9,0.0,-0.12139512,8
84,P10,0.0,0.2196934,9
85,P1,0.0,-0.6141452,0
85,P2,0.0,0.15546171,1
85,P3,0.0,-1.069352,2
85,P4,0.0,-0.118986115,3
85,P5,0.0,0.6531961,4
85,P6,0.0,-0.6788887,5
85,P7,5.9279995,6.234459,6
85,P8,0.0,-1.0670731,7
85,P9,0.0,0.38774115,8
85,P10,0.0,0.55678886,9
86,P1,0.0,0.2254776,0
86,P2,0.0,-0.6186551,1
86,P3,0.0,1.5106294,2
86,P4,0.0,-1.6371951,3
86,P5,0.0,0.0011202056,4
86,P6,4.9379997,4.0903144,5
86,P7,0.0,-0.25274774,6
86,P8,0.0,-0.10602013,7
86,P9,0.0,-0.38660148,8
86,P10,0.0,-0.0117155835,9
87,P1,0.0,0.21883991,0
87,P2,0.0,1.3109914,1
87,P3,0.0,0.23548432,2
87,P4,0.0,1.2966548,3
87,P5,2.52736,2.4209032,4
87,P6,0.0,0.36839426,5
87,P7,0.0,1.1668463,6
87,P8,0.0,0.18250553,7
87,P9,0.0,-0.31289846,8
87,P10,8.8949995,8.954604,9
88,P1,0.0,-0.6674494,0
88,P2,0.0,-0.6221247,1
88,P3,0.0,-0.22424275,2
88,P4,0.0,0.2529416,3
88,P5,0.0,-0.19903141,4
88,P6,0.0,0.54533815,5
88,P7,0.0,0.80540216,6
88,P8,6.9169993,6.6024303,7
88,P9,0.0,0.2738949,8
88,P10,0.0,0.93304473,9
89,P1,0.0,-0.077074915,0
89,P2,0.0,1.778018,1
89,P3,0.0,0.43060872,2
89,P4,0.0,1.4984334,3
89,P5,0.0,-2.8223388,4
89,P6,0.0,0.05724696,5
89,P7,0.0,0.4971137,6
89,P8,0.0,-0.045295425,7
89,P9,7.9059997,8.571038,8
89,P10,0.0,0.2254666,9
90,P1,0.0,0.008464757,0
90,P2,0.0,-0.19135842,1
90,P3,0.0,0.30833045,2
90,P4,0.0,-0.6017596,3
90,P5,3.9489996,2.859254,4
90,P6,0.0,1.4067258,5
90,P7,0.0,0.75216305,6
90,P8,0.0,-0.71364945,7
90,P9,7.9022827,7.7322006,8
90,P10,0.0,0.28487322,9
91,P1,0.0,1.4607058,0
91,P2,0.0,-1.2390981,1
91,P3,0.0,-0.8718826,2
91,P4,0.0,-0.2907977,3
91,P5,0.0,0.32392648,4
91,P6,0.0,-0.53729993,5
91,P7,0.0,0.29702452,6
91,P8,6.9169993,8.399977,7
91,P9,0.0,0.73060256,8
91,P10,0.0,0.3731936,9
92,P1,0.0,-0.5897526,0
92,P2,0.39200002,0.46141264,1
92,P3,0.0,-0.44025126,2
92,P4,0.0,1.2700288,3
92,P5,0.0,-0.35498622,4
92,P6,0.0,-2.388773,5
92,P7,0.0,-0.8877272,6
92,P8,6.9169993,5.149149,7
92,P9,0.0,0.15391566,8
92,P10,0.0,1.0958078,9
93,P1,0.0,-0.6904639,0
93,P2,0.39200002,0.9176331,1
93,P3,0.0,-0.023570955,2
93,P4,0.0,0.8026063,3
93,P5,3.948948,4.4643126,4
93,P6,0.0,0.21075164,5
93,P7,0.0,-0.102053955,6
93,P8,6.916945,6.280361,7
93,P9,0.0,0.53490394,8
93,P10,0.0,0.19526552,9
94,P1,-0.004,0.22148286,0
94,P2,0.0,-0.6233813,1
94,P3,0.0,0.4558019,2
94,P4,0.0,-0.6073067,3
94,P5,0.0,-0.09727697,4
94,P6,4.9379997,4.4264946,5
94,P7,0.0,0.6279624,6
94,P8,0.0,0.0024218818,7
94,P9,0.0,0.3112314,8
94,P10,0.0,2.0808418,9
95,P1,0.0,2.7059593,0
95,P2,0.0,-1.0575025,1
95,P3,0.78800005,0.9730733,2
95,P4,1.1836001,2.3054929,3
95,P5,0.0,-0.02581668,4
95,P6,0.0,0.7586503,5
95,P7,0.0,0.77993476,6
95,P8,0.0,0.8402793,7
95,P9,7.9059997,7.759326,8
95,P10,0.0,2.0361152,9
96,P1,0.0,0.16302678,0
96,P2,0.0,0.28424048,1
96,P3,0.0,-1.9379375,2
96,P4,2.9589999,2.9219074,3
96,P5,0.0,-1.9863266,4
96,P6,0.0,-0.3952825,5
96,P7,5.9269967,4.461072,6
96,P8,0.0,1.056395,7
96,P9,0.0,0.7097262,8
96,P10,0.0,-0.8338749,9
97,P1,0.0,-0.81435966,0
97,P2,0.0,-0.5385815,1
97,P3,0.0,-0.54516387,2
97,P4,0.0,0.24590863,3
97,P5,0.0,0.79533905,4
97,P6,0.0,1.0748723,5
97,P7,0.0,1.1143479,6
97,P8,6.9169993,7.548259,7
97,P9,0.0,-0.7686605,8
97,P10,0.0,-1.0321909,9
98,P1,0.0,2.2774174,0
98,P2,0.39200002,0.22427106,1
98,P3,0.78800005,0.5705937,2
98,P4,1.1836001,-0.25922954,3
98,P5,0.0,-0.021857891,4
98,P6,0.0,-0.13182746,5
98,P7,5.9279995,5.4162383,6
98,P8,0.0,1.0100666,7
98,P9,0.0,-1.6866376,8
98,P10,0.0,0.070140354,9
99,P1,-0.004,0.63794965,0
99,P2,0.39200002,-0.6018737,1
99,P3,0.0,0.48697656,2
99,P4,0.0,-0.454245,3
99,P5,0.0,-0.26850036,4
99,P6,0.0,-0.6301113,5
99,P7,0.0,0.5553251,6
99,P8,0.0,-2.1168194,7
99,P9,0.0,0.05361919,8
99,P10,8.8949995,8.929202,9
